-1.057272292796655 0.545591738924694 
-2.7439808078525805 0.5630681779903185 
-2.103763 0.930857 1
-2.903793 0.462889 1
-1.611691 0.985077 0
-3.043656 0.404706 1
-2.970203 0.651898 1
-0.880406 0.618371 0
-2.176139 0.929849 1
-2.886562 0.499488 1
-1.101591 0.751378 0
-3.018918 0.076383 1
-1.958615 0.932117 1
-1.502937 0.93677 0
-0.608348 0.170022 0
-0.641699 0.399367 0
-3.365333 -0.250157 1
-2.912273 0.519306 1
-0.643141 -0.241483 0
-2.962488 0.743334 1
-0.854353 0.368477 0
-2.987919 0.399883 1
-2.465225 0.779705 1
-3.266081 0.1522 1
-2.691189 0.889493 1
-2.586876 0.988766 1
-1.892336 0.934041 0
-1.093043 0.898282 0
-1.143375 0.807275 0
-1.082853 0.576172 0
-1.772406 0.87982 0
-0.696804 -0.08514 0
-2.177288 1.048314 1
-0.764033 0.258456 0
-2.250477 1.127167 1
-1.787466 1.173718 0
-0.428856 -0.210341 0
-0.837664 0.202858 0
-3.162296 0.094801 1
-0.588959 -0.085626 0
-2.599914 0.90832 1
-1.353811 0.754431 0
-2.505555 0.800082 1
-2.657057 0.73084 1
-0.728952 -0.207461 0
-1.927463 0.858228 1
-0.745689 0.431861 0
-0.660641 0.013921 0
-1.647959 0.912156 0
-2.991615 0.499492 1
-2.932825 0.688618 1
-0.701671 0.090914 0
-0.702151 0.527987 0
-0.629003 -0.259158 0
-1.171258 0.999 0
-1.763942 1.050049 0
-0.886247 0.748004 0
-0.882441 0.342899 0
-2.807634 0.605376 1
-0.77862 0.132071 0
-2.718011 0.7069 1
-0.925181 0.550149 0
-3.292352 -0.059801 1
-2.242873 0.999635 1
-2.677355 0.68036 1
-2.962194 0.531585 1
-1.939038 0.925746 1
-3.100386 -0.048371 1
-3.290717 0.17561 1
-2.72647 0.91857 1
-2.558006 0.755274 1
-2.420575 0.754724 1
-0.930908 0.321366 0
-1.953998 0.975604 1
-0.631006 -0.139536 0
-1.935542 0.917922 1
-2.668384 0.880199 1
-0.58457 -0.246048 0
-0.523981 -0.235342 0
-2.375945 0.805667 1
-0.554822 0.336244 0
-3.183906 0.013599 1
-0.723178 0.549354 0
-0.750395 0.422259 0
-2.518952 1.007044 1
-1.231871 0.743707 0
-2.089832 1.165783 1
-1.060643 0.942312 0
-1.506805 0.911847 0
-2.445341 0.884392 1
-0.757742 0.522609 0
-1.02134 0.645778 0
-1.266233 0.684205 0
-1.093995 0.768214 0
-3.36193 -0.161682 1
-1.534326 0.940389 0
-2.245465 1.116077 1
-2.786399 0.57317 1
-3.258076 0.21629 1
-0.856219 0.547739 0
-1.955746 1.104869 1
-1.249519 0.713141 0
-1.683252 1.140571 0
-0.865937 0.208999 0
-0.514846 0.227714 0
-1.900057 1.197661 1
-2.966463 0.290693 1
-3.149611 0.091737 1
-3.110113 0.479238 1
-1.70683 0.838228 0
-2.770773 0.778333 1
-1.011367 0.489903 0
-2.942117 0.293873 1
-0.909868 0.457715 0
-0.812444 0.266205 0
-2.33451 0.986902 1
-0.415353 -0.201576 0
-3.362009 0.033076 1
-0.792232 0.531928 0
-0.966177 0.543629 0
-3.065485 0.605639 1
-1.392949 0.807841 0
-1.456749 0.858149 0
-0.946976 0.774896 0
-0.535387 -0.003183 0
-3.03986 0.412315 1
-1.951992 1.16384 1
-0.746394 -0.122637 0
-3.115685 0.513653 1
-1.782977 1.146829 0
-3.299412 -0.12108 1
-2.259825 0.797649 1
-0.42699 -0.152152 0
-2.893724 0.776914 1
-0.624408 -0.040451 0
-0.704774 -0.295745 0
-0.688247 0.012675 0
-1.76674 1.054554 0
-3.073297 -0.189479 1
-1.042759 0.8771 0
-0.688354 0.262782 0
-2.738138 0.682913 1
-1.134169 0.70298 0
-0.583703 -0.015251 0
-0.73468 0.400596 0
-1.50516 1.091341 0
-0.868086 0.477595 0
-0.692078 0.082629 0
-0.634051 0.32191 0
-1.823558 0.905413 0
-3.310976 0.034471 1
-1.655365 0.916009 0
-3.129835 0.474987 1
-1.121372 0.71458 0
-2.210476 0.982551 1
-1.002845 0.804273 0
-2.718468 0.649299 1
-0.954304 0.611669 0
-2.599242 0.915991 1
-1.856103 0.91444 0
-2.414415 0.93497 1
-3.240939 -0.167056 1
-0.634888 0.454074 0
-0.676816 0.385574 0
-2.913293 0.753854 1
-0.801622 0.266352 0
-1.666767 1.167509 0
-1.653644 0.959571 0
-2.66185 0.835998 1
-2.96473 0.219011 1
-0.491923 -0.060415 0
-3.038601 0.195362 1
-2.817071 0.507855 1
-0.711632 0.349554 0
-2.659808 0.828884 1
-2.644422 0.752358 1
-3.307077 -0.115525 1
-1.210098 0.725421 0
-0.457816 0.037777 0
-0.450398 -0.074587 0
-2.50571 0.737197 1
-1.48884 0.795498 0
-1.992681 0.885967 1
-1.121885 0.649427 0
-3.18736 0.453528 1
-3.084014 -0.202915 1
-1.983424 0.906833 1
-2.850634 0.531738 1
-0.772414 0.215691 0
-2.848465 0.375876 1
-3.042411 -0.121954 1
-1.10014 0.821026 0
-2.089384 0.991231 1
-2.191676 0.859858 1
-2.612376 0.900721 1
-1.400792 0.774788 0
-1.943263 1.003543 1
-3.038274 0.178577 1
-1.66695 0.920484 0
-3.089658 0.099229 1
-1.082161 0.748437 0
-0.693324 0.05315 0
-1.134681 0.783793 0
-1.49485 0.785016 0
-0.992003 0.76408 0
-2.771966 0.744404 1
-0.612621 0.320171 0
-2.031325 1.183235 1
-3.111802 0.193665 1
-1.149759 0.946301 0
-0.791791 0.490332 0
-0.805485 0.329397 0
-1.464275 1.076516 0
-1.590634 0.858433 0
-1.724646 1.083935 0
-3.306111 -0.254022 1
-1.155528 0.680395 0
-2.30976 0.845066 1
-3.181881 0.251596 1
-2.542624 0.810814 1
-3.23815 -0.163064 1
-1.824308 1.141179 0
-3.36142 -0.141718 1
-1.560577 1.01696 0
-0.978221 0.447631 0
-0.80979 0.41914 0
-2.920018 0.670682 1
-1.002705 0.638198 0
-0.948744 0.8375 0
-2.319377 1.118696 1
-1.929238 1.121578 1
-0.652029 -0.030271 0
-3.070886 -0.262579 1
-0.713908 0.59604 0
-0.994818 0.827996 0
-2.690701 0.790149 1
-0.77898 0.645935 0
-3.010088 0.660834 1
-0.579186 0.008876 0
-0.770972 0.59103 0
-0.903164 0.721854 0
-3.165317 0.17828 1
-2.195982 0.901565 1
-0.699911 0.382407 0
-1.321919 0.936452 0
-2.771304 0.80834 1
-3.220502 0.277619 1
-1.830389 1.111386 0
-1.419178 0.961432 0
-3.067551 0.555655 1
-2.340506 0.970224 1
-2.543089 0.92182 1
-0.634969 -0.081688 0
-2.486135 0.876133 1
-1.893769 0.95418 0
-2.037 1.0032 1
-1.995393 1.168839 1
-3.232565 -0.19779 1
-2.20915 1.005885 1
-3.277061 0.283435 1
-1.98591 1.042013 1
-3.056271 0.615792 1
-0.746257 0.609035 0
-2.835366 0.43521 1
-0.707809 -0.229084 0
-1.962798 1.067869 1
-3.369646 -0.018603 1
-0.985382 0.755032 0
-1.530086 0.971679 0
-3.057476 0.173999 1
-1.967086 1.037826 1
-1.269717 0.699422 0
-1.098334 0.755928 0
-0.664035 0.249653 0
-0.900732 0.555934 0
-1.728686 0.921093 0
-0.603686 0.412606 0
-2.936046 0.507996 1
-3.222325 0.403654 1
-0.854035 0.247366 0
-1.389926 0.894704 0
-2.182247 1.142572 1
-0.685431 -0.191204 0
-0.881031 0.782511 0
-2.536648 0.994322 1
-0.695477 0.47837 0
-3.075008 0.127774 1
-2.614209 0.994106 1
-0.824833 0.695326 0
-1.421922 1.110568 0
-0.520192 -0.215322 0
-2.818884 0.57433 1
-1.997488 0.918606 1
-2.066772 1.172526 1
-0.761802 0.475412 0
-2.678043 0.666266 1
-3.35152 0.064971 1
-1.333777 0.822016 0
-3.132942 0.525934 1
-1.555813 0.998266 0
-2.757319 0.611532 1
-3.36427 -0.178796 1
-1.037543 0.733025 0
-1.142777 0.828895 0
-1.243707 0.946532 0
-2.971715 0.171581 1
-1.409441 0.789496 0
-0.605899 -0.182706 0
-0.918164 0.357038 0
-2.280679 0.935873 1
-1.927331 1.021794 1
-0.858724 0.592153 0
-2.324743 0.822491 1
-2.410117 0.93767 1
-1.3241 0.718096 0
-0.597787 -0.103641 0
-2.824258 0.60704 1
-1.880413 0.945843 0
-2.172288 1.018874 1
-1.328889 0.997778 0
-1.339856 0.950712 0
-3.30721 0.15258 1
-0.471175 -0.006015 0
-0.96384 0.527624 0
-1.551662 0.898448 0
-2.538066 0.874 1
-2.486705 1.044319 1
-2.792135 0.47433 1
-2.923474 0.440405 1
-2.859899 0.687966 1
-0.851208 0.508145 0
-0.579581 0.088697 0
-0.731384 0.184322 0
-1.590133 1.055217 0
-1.777441 1.139738 0
-0.63265 0.167251 0
-0.903221 0.707683 0
-0.746265 0.397621 0
-3.3283 0.048438 1
-1.709036 0.987024 0
-2.64305 0.861224 1
-3.285621 0.268009 1
-0.951795 0.435442 0
-0.724297 -0.194134 0
-0.497577 -0.273979 0
-3.041766 -0.015991 1
-1.066386 0.826316 0
-3.120829 0.198947 1
-2.852806 0.393142 1
-0.785141 0.627503 0
-1.067448 0.833775 0
-1.953931 1.023116 1
-0.620589 0.482882 0
-1.87163 1.099487 0
-0.494134 -0.09612 0
-1.235672 0.948676 0
-3.072751 0.507736 1
-2.584191 0.904754 1
-1.326769 1.046793 0
-2.936627 0.566066 1
-0.826731 0.310935 0
-3.072271 -0.299064 1
-1.16369 0.713823 0
-2.613374 0.818196 1
-1.528336 1.140993 0
-2.05047 0.910037 1
-0.687484 0.191074 0
-0.852399 0.724072 0
-0.781495 0.218716 0
-0.817563 0.280295 0
-0.712268 -0.228316 0
-0.591237 0.198164 0
-1.866634 1.175833 0
-0.633493 -0.256314 0
-0.628298 0.306087 0
-2.816302 0.399786 1
