1.6799654634464731 -0.7256226436031404 
-1.4994359161490813 -1.0799179281277778 
1.1101916692535203 -1.456356105321522 
1.3463085155728647 -1.0482353345383681 
0.999526222358221 -1.2226965879233105 
1.6809865358139613 -0.3698310400000034 
-1.0913371236851654 -1.4135406376496327 
-1.7086562474157196 -0.20116262224719297 
1.7244879890009206 -0.13037776489459246 
-1.564557850836303 -0.6267242925692393 
0.5098940078867185 -1.673907107187659 
0.04733429203935629 -1.7228436073345115 
1.5071547842650048 -0.48640465507246694 
-1.250634085342009 -0.978795065798051 
-0.7499881441303036 -1.5323433211431854 
-0.4286666862013819 -1.703377516782095 
0.8617 -1.227252 4
0.704584 -1.776559 10
1.778928 -0.23149 8
0.983846 -1.158866 4
1.255173 -1.108801 3
-0.747339 -1.472812 14
-0.004776 -1.674667 11
-1.357779 -1.213672 1
1.145352 -1.524888 2
1.246313 -0.935875 3
0.632688 -1.483893 10
-0.057976 -1.776735 11
0.492591 -1.694104 10
1.498272 -0.487841 12
0.9768 -1.356116 4
0.36931 -1.749284 10
-0.917227 -1.208962 6
1.216986 -0.928378 3
-0.555554 -1.820841 15
-1.816694 -0.337531 7
-0.50444 -1.674635 15
1.634653 -0.764018 0
1.471226 -1.272302 3
-1.482625 -1.206885 1
-1.501725 -0.678579 9
-1.009655 -1.42005 6
0.084053 -1.653383 11
-0.86503 -1.319557 14
1.605512 -0.905827 0
1.518044 -0.645445 12
-0.118803 -1.708088 11
1.566315 -0.105972 8
-1.153836 -0.983021 13
-0.805128 -1.408273 14
-1.538406 -0.197185 7
1.537523 -0.528013 12
-0.599422 -1.445175 14
-1.60716 -0.134948 7
-1.075524 -1.316604 6
-0.226385 -1.65388 15
-1.344563 -0.659369 9
-1.604045 -0.433228 9
-1.560104 -0.450635 9
-0.712352 -1.578537 14
1.408949 -0.887948 3
0.228238 -1.638326 11
0.747851 -1.602999 10
1.584778 -0.282889 5
0.389466 -1.780444 10
0.034927 -1.716619 11
-1.549978 -1.156656 1
-1.61229 -0.588106 9
1.615059 -0.485332 12
-1.403758 -0.809128 13
1.559942 -0.228086 5
-1.554622 -0.23316 7
-1.092555 -1.560634 6
-1.070339 -1.386113 6
-1.587538 -0.21427 7
1.876042 -0.027446 8
1.023854 -1.64547 2
-1.527183 -0.959254 1
-1.288442 -1.416618 6
-0.320363 -1.735545 15
-1.246318 -1.001802 13
-0.377402 -1.852894 15
-1.764552 -0.393636 7
-0.436318 -1.688514 15
-0.857893 -1.61652 14
-1.506366 -0.717122 9
1.454029 -1.227474 3
1.39725 -1.172889 3
0.749412 -1.571564 10
1.652923 -0.224046 8
-0.491053 -1.87031 15
0.292066 -1.648019 10
1.44499 -0.624445 12
-1.681953 -0.029358 7
-1.535414 -0.46191 9
0.91678 -1.606302 2
0.700021 -1.814597 10
-1.524977 -0.908337 1
-0.966642 -1.498618 6
1.226399 -1.160796 3
-0.693499 -1.453119 14
-1.305651 -1.224566 1
-1.426641 -1.192604 1
-1.773233 -0.784198 9
1.58321 -0.622671 0
-1.634888 -0.86398 9
-1.467081 -0.624569 9
0.104797 -1.583145 11
1.724895 -0.76954 0
0.268372 -1.897912 11
1.637653 -0.31281 5
-0.373776 -1.826692 15
1.0297 -1.157631 4
-1.483126 -0.656666 9
1.594151 -0.064553 8
1.852581 -0.380145 5
1.621611 -0.12499 8
-1.377778 -0.707628 9
-1.503939 -0.81761 9
1.646177 -0.909718 0
-1.608897 -1.0515 1
-0.963633 -1.198405 6
-0.764208 -1.538602 14
0.140432 -1.778447 11
-1.539027 -0.670905 9
1.268493 -1.354075 2
1.551668 -0.868535 0
-1.519722 -0.334113 7
1.391131 -1.252342 3
-1.424397 -0.954347 1
-1.860817 -0.229251 7
-1.192303 -1.089609 13
-1.187883 -1.329428 6
1.564155 -0.541668 12
1.31051 -1.105872 3
1.610297 -0.445765 5
1.78461 -0.213225 8
1.036872 -1.241817 4
-1.734594 -0.219694 7
-1.706058 -0.065247 7
1.303467 -0.786634 3
-0.469401 -1.48856 15
0.459354 -1.669355 10
0.12721 -1.774753 11
-1.270056 -1.00962 13
0.702803 -1.588151 10
-1.551051 -0.435046 9
1.063331 -1.298523 4
-1.64924 -1.02726 1
0.919231 -1.187714 4
-1.670499 -1.000319 1
-0.674859 -1.82156 15
0.255189 -1.720293 11
1.335649 -1.282748 3
-0.238449 -1.606474 15
-0.696462 -1.355994 14
1.620793 -0.507086 12
-0.151703 -1.653751 11
-0.271518 -1.890828 15
-1.880859 -0.036719 7
0.860439 -1.523346 2
-1.269515 -1.333509 6
-1.512343 -0.037677 7
1.776606 -0.530017 5
-0.541758 -1.652214 15
-0.062999 -1.764581 11
1.256893 -0.911252 3
-1.548737 -0.077288 7
1.543445 -0.302669 5
1.236616 -1.022349 3
-0.358869 -1.742476 15
-1.204926 -0.917697 13
1.720255 -0.568714 0
-0.112979 -1.886775 11
-1.671222 -0.756077 9
0.825581 -1.291979 4
0.99417 -1.181271 4
1.261484 -0.862527 3
1.237655 -1.366092 2
1.786537 -0.67552 0
1.423822 -1.043089 3
1.489167 -0.469972 12
0.343782 -1.609865 10
1.29117 -0.846455 3
1.228681 -1.458649 2
1.099025 -1.14004 4
1.834984 -0.55848 0
-0.319916 -1.615433 15
-0.359701 -1.487907 15
1.068752 -1.411924 2
0.462116 -1.768374 10
-1.550566 -0.234551 7
0.233786 -1.519001 11
1.52962 -0.66827 0
0.190372 -1.719139 11
0.533686 -1.794382 10
1.447758 -1.207704 3
0.975478 -1.409576 2
-1.733203 -0.791177 9
1.619614 -0.355697 5
-0.483132 -1.535534 15
0.945348 -1.160929 4
1.773498 -0.484739 5
-0.419028 -1.544798 15
1.66657 -0.183521 8
-1.903997 -0.113701 7
0.05058 -1.496817 11
1.022603 -1.243944 4
-1.844881 -0.248347 7
1.237213 -1.501334 2
-1.630756 -0.947792 1
0.501808 -1.442344 10
-1.520411 -0.16794 7
1.677955 -0.475545 5
-1.104739 -1.513351 6
-0.839597 -1.501652 14
-1.48288 -0.540753 9
-1.810091 -0.073276 7
1.526919 -1.082637 3
-1.900846 -0.076231 7
0.89654 -1.294531 4
-1.830969 -0.110208 7
1.148213 -1.108783 4
-1.624731 -0.995661 1
1.131628 -1.580645 2
0.267999 -1.557474 10
1.568226 -0.703089 0
0.138012 -1.77892 11
1.418642 -1.047262 3
-1.699314 -0.542972 9
1.629615 -0.259186 5
-1.764346 -0.296977 7
-1.345084 -1.083137 13
-1.409058 -0.989775 1
-1.02787 -1.247609 6
-1.715879 -0.489428 9
0.371456 -1.707953 10
1.752973 -0.326268 5
0.453449 -1.752738 10
1.690168 -0.684503 0
1.495016 -0.331709 12
1.661049 -0.989951 0
-1.655343 -0.977764 1
-0.302643 -1.559104 15
1.358984 -1.333097 2
0.348361 -1.53393 10
-1.477469 -0.385937 9
1.448646 -0.389155 12
0.79101 -1.665092 10
-1.381254 -1.078527 1
0.077056 -1.700966 11
0.920569 -1.485449 2
-1.502081 -0.165039 7
-1.260823 -1.408129 6
0.348366 -1.909609 10
0.113954 -1.517777 11
-0.788056 -1.45532 14
0.021025 -1.512125 11
0.832199 -1.259479 4
-0.448072 -1.791261 15
-1.595438 -0.287407 7
0.516289 -1.690194 10
1.836705 -0.437429 5
-1.545384 -0.359134 7
-1.760616 -0.194693 7
1.243522 -0.939004 3
-1.269499 -1.017073 13
1.223788 -1.192922 3
0.115449 -1.886014 11
0.035924 -1.781696 11
-1.404621 -1.141971 1
-1.361686 -0.99724 13
0.11862 -1.638151 11
-0.978348 -1.678318 14
-0.411525 -1.560907 15
-1.6184 -0.527813 9
0.808213 -1.647976 10
-1.307903 -0.773373 13
1.451671 -0.427675 12
-0.831137 -1.670106 14
0.266452 -1.532405 10
-1.20578 -0.989851 13
-1.534933 -0.570254 9
1.730583 -0.354023 5
-0.802394 -1.441851 14
1.758138 -0.481381 5
-0.901859 -1.364831 6
1.85607 -0.593759 0
-1.874531 -0.401147 7
0.265725 -1.772139 11
0.934051 -1.306375 4
0.575231 -1.613791 10
-1.021965 -1.102724 13
0.825207 -1.526447 2
1.765668 -0.047918 8
1.644518 -0.301764 5
0.839647 -1.690477 10
0.319814 -1.8801 10
1.108167 -1.142644 4
0.050995 -1.761183 11
0.473196 -1.712006 10
-0.829118 -1.725324 14
0.954338 -1.420791 2
-0.601818 -1.506114 14
0.469287 -1.525814 10
1.905961 -0.163207 8
-1.603176 -0.990389 1
1.814563 -0.347698 5
-0.728628 -1.596278 14
1.662478 -0.051722 8
0.650543 -1.637758 10
1.306327 -1.327573 2
-1.917548 -0.024384 7
0.392168 -1.765914 10
-1.298859 -0.92036 13
-1.823426 -0.265269 7
-1.781629 -0.194883 7
1.802787 -0.412009 5
-0.39208 -1.460689 15
-0.78903 -1.285653 14
1.494891 -0.363497 12
1.446398 -0.529607 12
1.113252 -1.465785 2
1.545938 -1.164795 3
1.028567 -1.160039 4
-0.181679 -1.937619 11
-0.306582 -1.758056 15
-0.619524 -1.547283 14
-1.38516 -0.616715 9
0.777342 -1.414956 4
1.616014 -0.439249 5

