0.7750836600858384 0.343411622317597 
0.6359258189344853 0.49222057235421324 
1.766165071076689 0.9631060851513068 
2.5536120131736255 0.800349710778459 
2.6878262417061736 0.554052646273155 
1.2953498548208495 0.8912195755448801 
1.5384352098905425 1.0382281944129852 
2.2640049414333183 0.9276224484972897 
2.9814582249442387 0.3017887375119377 
2.0349596014266558 0.9401553611235101 
0.48783202833492134 -0.022459582139446176 
2.8711196098717076 0.6168038315672119 
1.8951559815557395 1.121280096230953 
1.096001616654166 0.8324777941985648 
0.874963029699844 0.6679808142180057 
3.097779591582217 -0.1013644590802812 
0.534683 0.17828 10
1.504018 0.901565 6
3.000089 0.382407 8
2.378081 0.936452 7
0.928696 0.80834 14
0.479498 0.277619 1
1.869611 1.111386 12
2.280822 0.961432 7
0.632449 0.555655 1
1.359494 0.970224 5
1.156911 0.92182 13
3.065031 -0.081688 15
1.213865 0.876133 5
1.806231 0.95418 2
1.663 1.0032 2
1.704607 1.168839 12
0.467435 -0.19779 10
1.49085 1.005885 6
0.422939 0.283435 1
1.71409 1.042013 2
0.643729 0.615792 1
2.953743 0.609035 11
0.864634 0.43521 0
2.992191 -0.229084 15
1.737202 1.067869 2
0.330354 -0.018603 10
2.714618 0.755032 3
2.169914 0.971679 7
0.642524 0.173999 0
1.732914 1.037826 2
2.430283 0.699422 3
2.601666 0.755928 3
3.035965 0.249653 8
2.799268 0.555934 11
1.971314 0.921093 9
3.096314 0.412606 8
0.763954 0.507996 1
0.477675 0.403654 1
2.845965 0.247366 8
2.310074 0.894704 7
1.517753 1.142572 6
3.014569 -0.191204 15
2.818969 0.782511 11
1.163352 0.994322 5
3.004523 0.47837 8
0.624992 0.127774 10
1.085791 0.994106 13
2.875167 0.695326 11
2.278078 1.110568 7
3.179808 -0.215322 15
0.881116 0.57433 14
1.702512 0.918606 2
1.633228 1.172526 6
2.938198 0.475412 11
1.021957 0.666266 14
0.34848 0.064971 10
2.366223 0.822016 7
0.567058 0.525934 1
2.144187 0.998266 9
0.942681 0.611532 14
0.33573 -0.178796 10
2.662457 0.733025 3
2.557223 0.828895 3
2.456293 0.946532 3
0.728285 0.171581 0
2.290559 0.789496 7
3.094101 -0.182706 15
2.781836 0.357038 8
1.419321 0.935873 5
1.772669 1.021794 2
2.841276 0.592153 11
1.375257 0.822491 5
1.289883 0.93767 5
2.3759 0.718096 3
3.102213 -0.103641 15
0.875742 0.60704 14
1.819587 0.945843 2
1.527712 1.018874 6
2.371111 0.997778 7
2.360144 0.950712 7
0.39279 0.15258 10
3.228825 -0.006015 15
2.73616 0.527624 4
2.148338 0.898448 7
1.161934 0.874 13
1.213295 1.044319 5
0.907865 0.47433 0
0.776526 0.440405 0
0.840101 0.687966 14
2.848792 0.508145 11
3.120419 0.088697 15
2.968616 0.184322 8
2.109867 1.055217 9
1.922559 1.139738 12
3.06735 0.167251 8
2.796779 0.707683 11
2.953735 0.397621 8
0.3717 0.048438 10
1.990964 0.987024 9
1.05695 0.861224 13
0.414379 0.268009 10
2.748205 0.435442 4
2.975703 -0.194134 15
3.202423 -0.273979 15
0.658234 -0.015991 10
2.633614 0.826316 3
0.579171 0.198947 10
0.847194 0.393142 0
2.914859 0.627503 11
2.632552 0.833775 3
1.746069 1.023116 2
3.079411 0.482882 8
1.82837 1.099487 12
3.205866 -0.09612 15
2.464328 0.948676 3
0.627249 0.507736 1
1.115809 0.904754 13
2.373231 1.046793 7
0.763373 0.566066 1
2.873269 0.310935 8
0.627729 -0.299064 10
2.53631 0.713823 3
1.086626 0.818196 13
2.171664 1.140993 7
1.64953 0.910037 2
3.012516 0.191074 8
2.847601 0.724072 11
2.918505 0.218716 8
2.882437 0.280295 8
2.987732 -0.228316 15
3.108763 0.198164 8
1.833366 1.175833 12
3.066507 -0.256314 15
3.071702 0.306087 8
0.883698 0.399786 0
