-2.848624342857139 0.4285704825396828 
-2.8452135318681413 0.5514266659340682 
-1.8687122070707052 0.9440943030303038 
-1.3410705460992907 1.0434105106382976 
-0.9861487486631033 0.4720962834224599 
-2.5283723470588204 0.7459659588235289 
-1.9608298937499993 1.0205904687499974 
-1.5335286540284363 0.8385850568720387 
-0.6874364081632647 0.524920469387755 
-1.7482842499999982 1.0301377500000004 
-3.2125216603773636 0.4100887735849055 
-0.8120850064516129 0.6348095612903221 
-1.7588227241379306 1.1299201264367795 
-2.73051898832685 0.7529271828793781 
-2.916926045584043 0.7239466695156679 
-0.5563543333333331 -0.22506888396624547 
-1.1825315587044516 0.9217179797570861 
-1.1204761358574598 0.754603737193765 
-0.5969443726027417 0.2119603753424658 
-1.6887597264150933 1.1620785188679241 
-1.006892579831932 0.7444509579831932 
-2.2331462823834154 1.0599524404145073 
-3.043305860824738 0.553916208762887 
-0.836442892008639 0.32216958747300256 
-3.0057380776397524 0.22559721739130442 
-1.9917535046728987 1.1526424735202494 
-3.1211622866449487 0.1311403127035831 
-1.3649595000000005 0.795369875000001 
-0.894872688679246 0.7426714056603783 
-1.466282344537813 0.927165159663865 
-0.7693762642045442 0.47815201988636213 
-1.3590542000000005 0.931596000000001 
-1.7906606923076909 0.9077926634615388 
-0.6909693633093532 0.06504902877697843 
-3.1149492499999965 -0.024855499999999975 
-3.2493197558441547 0.21901441558441573 
-2.441219666666671 0.7615443333333332 
-0.6502858916876573 0.3420567455919396 
-1.6297692000000026 1.0075565999999998 
-1.9573151811023615 0.9077530275590565 
-1.6837007132616482 0.9030169462365589 
-1.5202032996515693 1.0345079163763071 
-1.151341499999999 0.6311115000000012 
-3.093490398671097 -0.20547501993355463 
-1.2546509784946256 0.7258284301075271 
-2.5084034571428555 0.9523793301587304 
-2.3572299277566575 0.9390589847908739 
-2.658455872180454 0.6915861315789469 
-0.8759219644128139 0.5149798790035591 
-3.0670424019138736 0.42428297607655513 
-0.6845642608695648 -0.17825426086956542 
-1.0184942974683544 0.5708816645569625 
-1.8443248907562995 1.1064820924369756 
-2.6328189448818877 0.8936097401574804 
-2.553432380281691 0.8139373568075116 
-0.7716370567823343 0.19419323343848618 
-3.3363995498783385 -0.05778758637469574 
-2.325298189655172 0.8079732413793117 
-0.9858890145985392 0.6201376861313874 
-0.5819032887828155 -0.0036189737470167065 
-3.2589741863905357 -0.20954049112426043 
-1.0498468534482777 0.8505711034482755 
-0.46242907317073245 -0.04447328455284548 
-2.136615857142855 0.9122455714285721 
-2.66185 0.835998 53
-2.96473 0.219011 24
-0.491923 -0.060415 62
-3.038601 0.195362 24
-2.817071 0.507855 1
-0.711632 0.349554 37
-2.659808 0.828884 53
-2.644422 0.752358 47
-3.307077 -0.115525 56
-1.210098 0.725421 44
-0.457816 0.037777 62
-0.450398 -0.074587 62
-2.50571 0.737197 5
-1.48884 0.795498 7
-1.992681 0.885967 39
-1.121885 0.649427 42
-3.18736 0.453528 10
-3.084014 -0.202915 43
-1.983424 0.906833 39
-2.850634 0.531738 1
-0.772414 0.215691 55
-2.848465 0.375876 0
-3.042411 -0.121954 43
-1.10014 0.821026 61
-2.089384 0.991231 63
-2.191676 0.859858 63
-2.612376 0.900721 53
-1.400792 0.774788 27
-1.943263 1.003543 6
-3.038274 0.178577 24
-1.66695 0.920484 40
-3.089658 0.099229 26
-1.082161 0.748437 17
-0.693324 0.05315 33
-1.134681 0.783793 17
-1.49485 0.785016 7
-0.992003 0.76408 20
-2.771966 0.744404 13
-0.612621 0.320171 37
-2.031325 1.183235 25
-3.111802 0.193665 26
-1.149759 0.946301 16
-0.791791 0.490332 30
-0.805485 0.329397 23
-1.464275 1.076516 41
-1.590634 0.858433 7
-1.724646 1.083935 12
-3.306111 -0.254022 60
-1.155528 0.680395 42
-2.30976 0.845066 57
-3.181881 0.251596 35
-2.542624 0.810814 54
-3.23815 -0.163064 60
-1.824308 1.141179 52
-3.36142 -0.141718 56
-1.560577 1.01696 41
-0.978221 0.447631 4
-0.80979 0.41914 30
-2.920018 0.670682 14
-1.002705 0.638198 58
-0.948744 0.8375 61
-2.319377 1.118696 21
-1.929238 1.121578 25
-0.652029 -0.030271 59
-3.070886 -0.262579 43
-0.713908 0.59604 8
-0.994818 0.827996 61
-2.690701 0.790149 13
-0.77898 0.645935 11
-3.010088 0.660834 22
-0.579186 0.008876 59
-0.770972 0.59103 11
-0.903164 0.721854 28
-3.165317 0.17828 26
-2.195982 0.901565 63
-0.699911 0.382407 37
-1.321919 0.936452 31
-2.771304 0.80834 13
-3.220502 0.277619 35
-1.830389 1.111386 52
-1.419178 0.961432 29
-3.067551 0.555655 22
-2.340506 0.970224 46
-2.543089 0.92182 45
-0.634969 -0.081688 59
-2.486135 0.876133 45
-1.893769 0.95418 2
-2.037 1.0032 6
-1.995393 1.168839 25
-3.232565 -0.19779 60
-2.20915 1.005885 21
-3.277061 0.283435 35
-1.98591 1.042013 6
-3.056271 0.615792 22
-0.746257 0.609035 11
-2.835366 0.43521 0
-0.707809 -0.229084 50
-1.962798 1.067869 6
-3.369646 -0.018603 56
-0.985382 0.755032 20
-1.530086 0.971679 41
-3.057476 0.173999 24
-1.967086 1.037826 6
-1.269717 0.699422 44
-1.098334 0.755928 17
-0.664035 0.249653 18
-0.900732 0.555934 48
-1.728686 0.921093 40
-0.603686 0.412606 37
-2.936046 0.507996 1
-3.222325 0.403654 10
-0.854035 0.247366 23
-1.389926 0.894704 31
-2.182247 1.142572 21
-0.685431 -0.191204 50
-0.881031 0.782511 28
-2.536648 0.994322 45
-0.695477 0.47837 8
-3.075008 0.127774 26
-2.614209 0.994106 53
-0.824833 0.695326 11
-1.421922 1.110568 3
-0.520192 -0.215322 15
-2.818884 0.57433 1
-1.997488 0.918606 39
-2.066772 1.172526 25
-0.761802 0.475412 30
-2.678043 0.666266 47
-3.35152 0.064971 56
-1.333777 0.822016 27
-3.132942 0.525934 22
-1.555813 0.998266 41
-2.757319 0.611532 1
-3.36427 -0.178796 60
-1.037543 0.733025 20
-1.142777 0.828895 17
-1.243707 0.946532 16
-2.971715 0.171581 24
-1.409441 0.789496 27
-0.605899 -0.182706 15
-0.918164 0.357038 23
-2.280679 0.935873 46
-1.927331 1.021794 6
-0.858724 0.592153 11
-2.324743 0.822491 57
-2.410117 0.93767 46
-1.3241 0.718096 44
-0.597787 -0.103641 59
-2.824258 0.60704 1
-1.880413 0.945843 2
-2.172288 1.018874 21
-1.328889 0.997778 3
-1.339856 0.950712 31
-3.30721 0.15258 35
-0.471175 -0.006015 62
-0.96384 0.527624 4
-1.551662 0.898448 7
-2.538066 0.874 54
-2.486705 1.044319 45
-2.792135 0.47433 0
-2.923474 0.440405 0
-2.859899 0.687966 14
-0.851208 0.508145 48
-0.579581 0.088697 59
-0.731384 0.184322 55
-1.590133 1.055217 38
-1.777441 1.139738 12
-0.63265 0.167251 18
-0.903221 0.707683 28
-0.746265 0.397621 30
-3.3283 0.048438 56
-1.709036 0.987024 9
-2.64305 0.861224 53
-3.285621 0.268009 35
-0.951795 0.435442 4
-0.724297 -0.194134 50
-0.497577 -0.273979 15
-3.041766 -0.015991 34
-1.066386 0.826316 61
-3.120829 0.198947 26
-2.852806 0.393142 0
-0.785141 0.627503 11
-1.067448 0.833775 61
-1.953931 1.023116 6
-0.620589 0.482882 8
-1.87163 1.099487 52
-0.494134 -0.09612 62
-1.235672 0.948676 16
-3.072751 0.507736 22
-2.584191 0.904754 53
-1.326769 1.046793 3
-2.936627 0.566066 1
-0.826731 0.310935 23
-3.072271 -0.299064 43
-1.16369 0.713823 17
-2.613374 0.818196 54
-1.528336 1.140993 41
-2.05047 0.910037 63
-0.687484 0.191074 55
-0.852399 0.724072 28
-0.781495 0.218716 55
-0.817563 0.280295 23
-0.712268 -0.228316 50
-0.591237 0.198164 18
-1.866634 1.175833 52
-0.633493 -0.256314 15
-0.628298 0.306087 37
-2.816302 0.399786 0
