-2.863981623539225 0.4583019031719534 
-2.777349878401344 0.6010710068027203 
-1.8516610538720593 0.9245206677889968 
-1.266311949438205 0.9936448352059909 
-0.9610924287343129 0.49678501026225896 
-2.4690883829113934 0.8581175438517112 
-1.9841569214521517 0.9675756620462034 
-1.6357060121951243 0.9030914319105645 
-0.6747987209469174 0.40199141391678817 
-1.7109065276382023 0.9921792629815738 
-3.2538293186813254 0.19631138914027152 
-0.7990267471022159 0.6265812634351986 
-1.7969953711911388 1.1086280932594634 
-2.6358568676654324 0.8348888872242974 
-2.9005776632390856 0.7247908277634971 
-0.5916725475597597 -0.1369034489541836 
-1.108181338632753 0.8571364745627942 
-1.1705600803782559 0.7264090927895999 
-0.6433815351059442 0.16102728749480633 
-1.6483395546218487 1.156771602240894 
-1.041401081145588 0.6149223627684972 
-2.2471792120253333 0.9841765152953533 
-3.0670419379795555 0.4936386029411795 
-0.8280877756773763 0.2910473314429726 
-3.0465277270902873 0.1726383658862869 
-1.9795228765182102 1.143064703441296 
-3.221663729328917 -0.15396367334074945 
-1.3976912230902825 0.7955282630208295 
-0.9402032360975584 0.765077800975609 
-1.5152399831618217 1.0086416192703396 
-0.7997710939542455 0.5129800629084977 
-1.3835403742937824 0.9377889067796603 
-0.59928 -0.274876 15
-3.112075 -0.219753 26
-2.103763 0.930857 6
-2.903793 0.462889 0
-1.611691 0.985077 7
-3.043656 0.404706 22
-2.970203 0.651898 14
-0.880406 0.618371 11
-2.176139 0.929849 21
-2.886562 0.499488 0
-1.101591 0.751378 17
-3.018918 0.076383 24
-1.958615 0.932117 6
-1.502937 0.93677 29
-0.608348 0.170022 18
-0.641699 0.399367 8
-3.365333 -0.250157 26
-2.912273 0.519306 0
-0.643141 -0.241483 15
-2.962488 0.743334 14
-0.854353 0.368477 23
-2.987919 0.399883 22
-2.465225 0.779705 5
-3.266081 0.1522 10
-2.691189 0.889493 13
-2.586876 0.988766 13
-1.892336 0.934041 2
-1.093043 0.898282 16
-1.143375 0.807275 16
-1.082853 0.576172 20
-1.772406 0.87982 2
-0.696804 -0.08514 15
-2.177288 1.048314 21
-0.764033 0.258456 23
-2.250477 1.127167 21
-1.787466 1.173718 12
-0.428856 -0.210341 15
-0.837664 0.202858 23
-3.162296 0.094801 10
-0.588959 -0.085626 15
-2.599914 0.90832 13
-1.353811 0.754431 27
-2.505555 0.800082 5
-2.657057 0.73084 13
-0.728952 -0.207461 15
-1.927463 0.858228 2
-0.745689 0.431861 8
-0.660641 0.013921 18
-1.647959 0.912156 7
-2.991615 0.499492 22
-2.932825 0.688618 14
-0.701671 0.090914 18
-0.702151 0.527987 30
-0.629003 -0.259158 15
-1.171258 0.999 3
-1.763942 1.050049 12
-0.886247 0.748004 28
-0.882441 0.342899 23
-2.807634 0.605376 1
-0.77862 0.132071 18
-2.718011 0.7069 1
-0.925181 0.550149 4
-3.292352 -0.059801 26
-2.242873 0.999635 21
-2.677355 0.68036 1
-2.962194 0.531585 22
-1.939038 0.925746 6
-3.100386 -0.048371 26
-3.290717 0.17561 10
-2.72647 0.91857 13
-2.558006 0.755274 13
-2.420575 0.754724 5
-0.930908 0.321366 23
-1.953998 0.975604 6
-0.631006 -0.139536 15
-1.935542 0.917922 6
-2.668384 0.880199 13
-0.58457 -0.246048 15
-0.523981 -0.235342 15
-2.375945 0.805667 5
-0.554822 0.336244 8
-3.183906 0.013599 26
-0.723178 0.549354 30
-0.750395 0.422259 8
-2.518952 1.007044 5
-1.231871 0.743707 17
-2.089832 1.165783 25
-1.060643 0.942312 16
-1.506805 0.911847 29
-2.445341 0.884392 5
-0.757742 0.522609 30
-1.02134 0.645778 20
-1.266233 0.684205 17
-1.093995 0.768214 17
-3.36193 -0.161682 26
-1.534326 0.940389 29
-2.245465 1.116077 21
-2.786399 0.57317 1
-3.258076 0.21629 10
-0.856219 0.547739 30
-1.955746 1.104869 25
-1.249519 0.713141 17
-1.683252 1.140571 19
-0.865937 0.208999 23
-0.514846 0.227714 18
-1.900057 1.197661 25
-2.966463 0.290693 24
-3.149611 0.091737 24
-3.110113 0.479238 22
-1.70683 0.838228 7
-2.770773 0.778333 14
-1.011367 0.489903 4
-2.942117 0.293873 24
-0.909868 0.457715 4
-0.812444 0.266205 23
-2.33451 0.986902 21
-0.415353 -0.201576 15
-3.362009 0.033076 10
-0.792232 0.531928 30
-0.966177 0.543629 4
-3.065485 0.605639 22
-1.392949 0.807841 27
-1.456749 0.858149 27
-0.946976 0.774896 28
-0.535387 -0.003183 15
-3.03986 0.412315 22
-1.951992 1.16384 25
-0.746394 -0.122637 15
-3.115685 0.513653 22
-1.782977 1.146829 12
-3.299412 -0.12108 26
-2.259825 0.797649 21
-0.42699 -0.152152 15
-2.893724 0.776914 14
-0.624408 -0.040451 15
-0.704774 -0.295745 15
-0.688247 0.012675 18
-1.76674 1.054554 12
-3.073297 -0.189479 26
-1.042759 0.8771 16
-0.688354 0.262782 18
-2.738138 0.682913 1
-1.134169 0.70298 17
-0.583703 -0.015251 15
-0.73468 0.400596 8
-1.50516 1.091341 29
-0.868086 0.477595 30
-0.692078 0.082629 18
-0.634051 0.32191 8
-1.823558 0.905413 2
-3.310976 0.034471 10
-1.655365 0.916009 7
-3.129835 0.474987 22
-1.121372 0.71458 17
-2.210476 0.982551 21
-1.002845 0.804273 28
-2.718468 0.649299 1
-0.954304 0.611669 20
-2.599242 0.915991 13
-1.856103 0.91444 2
-2.414415 0.93497 5
-3.240939 -0.167056 26
-0.634888 0.454074 8
-0.676816 0.385574 8
-2.913293 0.753854 14
-0.801622 0.266352 23
-1.666767 1.167509 19
-1.653644 0.959571 7
-2.66185 0.835998 13
-2.96473 0.219011 24
-0.491923 -0.060415 15
-3.038601 0.195362 24
-2.817071 0.507855 0
-0.711632 0.349554 8
-2.659808 0.828884 13
-2.644422 0.752358 13
-3.307077 -0.115525 26
-1.210098 0.725421 17
-0.457816 0.037777 15
-0.450398 -0.074587 15
-2.50571 0.737197 5
-1.48884 0.795498 27
-1.992681 0.885967 6
-1.121885 0.649427 20
-3.18736 0.453528 22
-3.084014 -0.202915 26
-1.983424 0.906833 6
-2.850634 0.531738 0
-0.772414 0.215691 23
-2.848465 0.375876 0
-3.042411 -0.121954 26
-1.10014 0.821026 16
-2.089384 0.991231 6
-2.191676 0.859858 21
-2.612376 0.900721 13
-1.400792 0.774788 27
-1.943263 1.003543 6
-3.038274 0.178577 24
-1.66695 0.920484 7
-3.089658 0.099229 24
-1.082161 0.748437 17
-0.693324 0.05315 18
-1.134681 0.783793 17
-1.49485 0.785016 27
-0.992003 0.76408 28
-2.771966 0.744404 14
-0.612621 0.320171 8
-2.031325 1.183235 25
-3.111802 0.193665 24
-1.149759 0.946301 16
-0.791791 0.490332 30
-0.805485 0.329397 23
-1.464275 1.076516 29
-1.590634 0.858433 7
-1.724646 1.083935 12
-3.306111 -0.254022 26
-1.155528 0.680395 17
-2.30976 0.845066 21
-3.181881 0.251596 10
-2.542624 0.810814 5
-3.23815 -0.163064 26
-1.824308 1.141179 12
-3.36142 -0.141718 26
-1.560577 1.01696 29
-0.978221 0.447631 4
-0.80979 0.41914 30
-2.920018 0.670682 14
-1.002705 0.638198 20
-0.948744 0.8375 28
-2.319377 1.118696 21
-1.929238 1.121578 25
-0.652029 -0.030271 15
-3.070886 -0.262579 26
-0.713908 0.59604 11
-0.994818 0.827996 28
-2.690701 0.790149 13
-0.77898 0.645935 11
-3.010088 0.660834 14
-0.579186 0.008876 15
-0.770972 0.59103 11
-0.903164 0.721854 28
-3.165317 0.17828 10
-2.195982 0.901565 21
-0.699911 0.382407 8
-1.321919 0.936452 31
-2.771304 0.80834 13
-3.220502 0.277619 10
-1.830389 1.111386 12
-1.419178 0.961432 31
-3.067551 0.555655 22
-2.340506 0.970224 21
-2.543089 0.92182 5
-0.634969 -0.081688 15
-2.486135 0.876133 5
-1.893769 0.95418 2
-2.037 1.0032 6
-1.995393 1.168839 25
-3.232565 -0.19779 26
-2.20915 1.005885 21
-3.277061 0.283435 10
-1.98591 1.042013 6
-3.056271 0.615792 22
-0.746257 0.609035 11
-2.835366 0.43521 0
-0.707809 -0.229084 15
-1.962798 1.067869 25
-3.369646 -0.018603 26
-0.985382 0.755032 28
-1.530086 0.971679 29
-3.057476 0.173999 24
-1.967086 1.037826 6
-1.269717 0.699422 17
-1.098334 0.755928 17
-0.664035 0.249653 18
-0.900732 0.555934 4
-1.728686 0.921093 9
-0.603686 0.412606 8
-2.936046 0.507996 0
-3.222325 0.403654 22
-0.854035 0.247366 23
-1.389926 0.894704 31
-2.182247 1.142572 21
-0.685431 -0.191204 15
-0.881031 0.782511 28
-2.536648 0.994322 5
-0.695477 0.47837 8
-3.075008 0.127774 24
-2.614209 0.994106 13
-0.824833 0.695326 11
-1.421922 1.110568 29
-0.520192 -0.215322 15
-2.818884 0.57433 1
-1.997488 0.918606 6
-2.066772 1.172526 25
-0.761802 0.475412 30
-2.678043 0.666266 1
-3.35152 0.064971 10
-1.333777 0.822016 27
-3.132942 0.525934 22
-1.555813 0.998266 29
-2.757319 0.611532 1
-3.36427 -0.178796 26
-1.037543 0.733025 28
-1.142777 0.828895 16
-1.243707 0.946532 3
-2.971715 0.171581 24
-1.409441 0.789496 27
-0.605899 -0.182706 15
-0.918164 0.357038 23
-2.280679 0.935873 21
-1.927331 1.021794 6
-0.858724 0.592153 11
-2.324743 0.822491 5
-2.410117 0.93767 5
-1.3241 0.718096 27
-0.597787 -0.103641 15
-2.824258 0.60704 1
-1.880413 0.945843 2
-2.172288 1.018874 21
-1.328889 0.997778 3
-1.339856 0.950712 31
-3.30721 0.15258 10
-0.471175 -0.006015 15
-0.96384 0.527624 4
-1.551662 0.898448 7
-2.538066 0.874 5
-2.486705 1.044319 5
-2.792135 0.47433 0
-2.923474 0.440405 0
-2.859899 0.687966 14
-0.851208 0.508145 30
-0.579581 0.088697 18
-0.731384 0.184322 18
-1.590133 1.055217 29
-1.777441 1.139738 12
-0.63265 0.167251 18
-0.903221 0.707683 28
-0.746265 0.397621 8
-3.3283 0.048438 10
-1.709036 0.987024 9
-2.64305 0.861224 13
-3.285621 0.268009 10
-0.951795 0.435442 4
-0.724297 -0.194134 15
-0.497577 -0.273979 15
-3.041766 -0.015991 24
-1.066386 0.826316 16
-3.120829 0.198947 24
-2.852806 0.393142 0
-0.785141 0.627503 11
-1.067448 0.833775 16
-1.953931 1.023116 6
-0.620589 0.482882 8
-1.87163 1.099487 12
-0.494134 -0.09612 15
-1.235672 0.948676 3
-3.072751 0.507736 22
-2.584191 0.904754 13
-1.326769 1.046793 3
-2.936627 0.566066 0
-0.826731 0.310935 23
-3.072271 -0.299064 26
-1.16369 0.713823 17
-2.613374 0.818196 13
-1.528336 1.140993 19
-2.05047 0.910037 6
-0.687484 0.191074 18
-0.852399 0.724072 28
-0.781495 0.218716 23
-0.817563 0.280295 23
-0.712268 -0.228316 15
-0.591237 0.198164 18
-1.866634 1.175833 12
-0.633493 -0.256314 15
-0.628298 0.306087 8
-2.816302 0.399786 0
86 0
