0.836018376460768 0.4583019031719534 
0.9226501215986413 0.6010710068027203 
1.8483389461279438 0.9245206677889968 
2.4336880505617944 0.9936448352059909 
2.7389075712656825 0.49678501026225896 
1.2309116170886159 0.8581175438517112 
1.7158430785478576 0.9675756620462034 
2.0642939878048705 0.9030914319105645 
3.0252012790530953 0.40199141391678817 
1.9890934723618086 0.9921792629815738 
0.44617068131867854 0.19631138914027152 
2.9009732528978023 0.6265812634351986 
1.9030046288088684 1.1086280932594634 
1.0641431323345716 0.8348888872242974 
0.7994223367609282 0.7247908277634971 
3.108327452440265 -0.1369034489541836 
2.5918186613672543 0.8571364745627942 
2.5294399196217463 0.7264090927895999 
3.0566184648940546 0.16102728749480633 
2.051660445378154 1.156771602240894 
2.658598918854405 0.6149223627684972 
1.4528207879746884 0.9841765152953533 
0.6329580620204519 0.4936386029411795 
2.8719122243226267 0.2910473314429726 
0.6534722729096969 0.1726383658862869 
1.7204771234817737 1.143064703441296 
0.47833627067111867 -0.15396367334074945 
2.302308776909714 0.7955282630208295 
2.7597967639024192 0.765077800975609 
2.184760016838179 1.0086416192703396 
2.900228906045739 0.5129800629084977 
2.3164596257062073 0.9377889067796603 
2.862336 0.202858 23
0.537704 0.094801 10
3.111041 -0.085626 15
1.100086 0.90832 13
2.346189 0.754431 27
1.194445 0.800082 5
1.042943 0.73084 13
2.971048 -0.207461 15
1.772537 0.858228 2
2.954311 0.431861 8
3.039359 0.013921 18
2.052041 0.912156 7
0.708385 0.499492 22
0.767175 0.688618 14
2.998329 0.090914 18
2.997849 0.527987 30
3.070997 -0.259158 15
2.528742 0.999 3
1.936058 1.050049 12
2.813753 0.748004 28
2.817559 0.342899 23
0.892366 0.605376 1
2.92138 0.132071 18
0.981989 0.7069 1
2.774819 0.550149 4
0.407648 -0.059801 26
1.457127 0.999635 21
1.022645 0.68036 1
0.737806 0.531585 22
1.760962 0.925746 6
0.599614 -0.048371 26
0.409283 0.17561 10
0.97353 0.91857 13
1.141994 0.755274 13
1.279425 0.754724 5
2.769092 0.321366 23
1.746002 0.975604 6
3.068994 -0.139536 15
1.764458 0.917922 6
1.031616 0.880199 13
3.11543 -0.246048 15
3.176019 -0.235342 15
1.324055 0.805667 5
3.145178 0.336244 8
0.516094 0.013599 26
2.976822 0.549354 30
2.949605 0.422259 8
1.181048 1.007044 5
2.468129 0.743707 17
1.610168 1.165783 25
2.639357 0.942312 16
2.193195 0.911847 29
1.254659 0.884392 5
2.942258 0.522609 30
2.67866 0.645778 20
2.433767 0.684205 17
2.606005 0.768214 17
0.33807 -0.161682 26
2.165674 0.940389 29
1.454535 1.116077 21
0.913601 0.57317 1
0.441924 0.21629 10
2.843781 0.547739 30
1.744254 1.104869 25
2.450481 0.713141 17
2.016748 1.140571 19
2.834063 0.208999 23
3.185154 0.227714 18
1.799943 1.197661 25
0.733537 0.290693 24
0.550389 0.091737 24
0.589887 0.479238 22
1.99317 0.838228 7
0.929227 0.778333 14
2.688633 0.489903 4
0.757883 0.293873 24
2.790132 0.457715 4
2.887556 0.266205 23
1.36549 0.986902 21
3.284647 -0.201576 15
0.337991 0.033076 10
2.907768 0.531928 30
2.733823 0.543629 4
0.634515 0.605639 22
2.307051 0.807841 27
2.243251 0.858149 27
2.753024 0.774896 28
3.164613 -0.003183 15
0.66014 0.412315 22
1.748008 1.16384 25
2.953606 -0.122637 15
0.584315 0.513653 22
1.917023 1.146829 12
0.400588 -0.12108 26
1.440175 0.797649 21
3.27301 -0.152152 15
0.806276 0.776914 14
3.075592 -0.040451 15
2.995226 -0.295745 15
3.011753 0.012675 18
1.93326 1.054554 12
0.626703 -0.189479 26
2.657241 0.8771 16
3.011646 0.262782 18
0.961862 0.682913 1
2.565831 0.70298 17
3.116297 -0.015251 15
2.96532 0.400596 8
2.19484 1.091341 29
2.831914 0.477595 30
3.007922 0.082629 18
3.065949 0.32191 8
1.876442 0.905413 2
0.389024 0.034471 10
2.044635 0.916009 7
0.570165 0.474987 22
2.578628 0.71458 17
1.489524 0.982551 21
2.697155 0.804273 28
0.981532 0.649299 1
2.745696 0.611669 20
1.100758 0.915991 13
1.843897 0.91444 2
1.285585 0.93497 5
0.459061 -0.167056 26
3.065112 0.454074 8
3.023184 0.385574 8
0.786707 0.753854 14
2.898378 0.266352 23
2.033233 1.167509 19
2.046356 0.959571 7
1.03815 0.835998 13
0.73527 0.219011 24
3.208077 -0.060415 15
0.661399 0.195362 24
0.882929 0.507855 0
2.988368 0.349554 8
1.040192 0.828884 13
1.055578 0.752358 13
0.392923 -0.115525 26
2.489902 0.725421 17
3.242184 0.037777 15
3.249602 -0.074587 15
1.19429 0.737197 5
2.21116 0.795498 27
1.707319 0.885967 6
2.578115 0.649427 20
0.51264 0.453528 22
0.615986 -0.202915 26
1.716576 0.906833 6
0.849366 0.531738 0
2.927586 0.215691 23
0.851535 0.375876 0
0.657589 -0.121954 26
2.59986 0.821026 16
1.610616 0.991231 6
1.508324 0.859858 21
1.087624 0.900721 13
2.299208 0.774788 27
1.756737 1.003543 6
0.661726 0.178577 24
2.03305 0.920484 7
0.610342 0.099229 24
2.617839 0.748437 17
3.006676 0.05315 18
2.565319 0.783793 17
2.20515 0.785016 27
2.707997 0.76408 28
0.928034 0.744404 14
3.087379 0.320171 8
1.668675 1.183235 25
0.588198 0.193665 24
2.550241 0.946301 16
2.908209 0.490332 30
2.894515 0.329397 23
2.235725 1.076516 29
2.109366 0.858433 7
1.975354 1.083935 12
0.393889 -0.254022 26
2.544472 0.680395 17
1.39024 0.845066 21
0.518119 0.251596 10
1.157376 0.810814 5
0.46185 -0.163064 26
1.875692 1.141179 12
0.33858 -0.141718 26
2.139423 1.01696 29
2.721779 0.447631 4
2.89021 0.41914 30
0.779982 0.670682 14
2.697295 0.638198 20
2.751256 0.8375 28
1.380623 1.118696 21
1.770762 1.121578 25
3.047971 -0.030271 15
0.629114 -0.262579 26
2.986092 0.59604 11
2.705182 0.827996 28
1.009299 0.790149 13
2.92102 0.645935 11
0.689912 0.660834 14
3.120814 0.008876 15
2.929028 0.59103 11
2.796836 0.721854 28
0.534683 0.17828 10
1.504018 0.901565 21
3.000089 0.382407 8
2.378081 0.936452 31
0.928696 0.80834 13
0.479498 0.277619 10
1.869611 1.111386 12
2.280822 0.961432 31
0.632449 0.555655 22
1.359494 0.970224 21
1.156911 0.92182 5
3.065031 -0.081688 15
1.213865 0.876133 5
1.806231 0.95418 2
1.663 1.0032 6
1.704607 1.168839 25
0.467435 -0.19779 26
1.49085 1.005885 21
0.422939 0.283435 10
1.71409 1.042013 6
0.643729 0.615792 22
2.953743 0.609035 11
0.864634 0.43521 0
2.992191 -0.229084 15
1.737202 1.067869 25
0.330354 -0.018603 26
2.714618 0.755032 28
2.169914 0.971679 29
0.642524 0.173999 24
1.732914 1.037826 6
2.430283 0.699422 17
2.601666 0.755928 17
3.035965 0.249653 18
2.799268 0.555934 4
1.971314 0.921093 9
3.096314 0.412606 8
0.763954 0.507996 0
0.477675 0.403654 22
2.845965 0.247366 23
2.310074 0.894704 31
1.517753 1.142572 21
3.014569 -0.191204 15
2.818969 0.782511 28
1.163352 0.994322 5
3.004523 0.47837 8
0.624992 0.127774 24
1.085791 0.994106 13
2.875167 0.695326 11
2.278078 1.110568 29
3.179808 -0.215322 15
0.881116 0.57433 1
1.702512 0.918606 6
1.633228 1.172526 25
2.938198 0.475412 30
1.021957 0.666266 1
0.34848 0.064971 10
2.366223 0.822016 27
0.567058 0.525934 22
2.144187 0.998266 29
0.942681 0.611532 1
0.33573 -0.178796 26
2.662457 0.733025 28
2.557223 0.828895 16
2.456293 0.946532 3
0.728285 0.171581 24
2.290559 0.789496 27
3.094101 -0.182706 15
2.781836 0.357038 23
1.419321 0.935873 21
1.772669 1.021794 6
2.841276 0.592153 11
1.375257 0.822491 5
1.289883 0.93767 5
2.3759 0.718096 27
3.102213 -0.103641 15
0.875742 0.60704 1
1.819587 0.945843 2
1.527712 1.018874 21
2.371111 0.997778 3
2.360144 0.950712 31
0.39279 0.15258 10
3.228825 -0.006015 15
2.73616 0.527624 4
2.148338 0.898448 7
1.161934 0.874 5
1.213295 1.044319 5
0.907865 0.47433 0
0.776526 0.440405 0
0.840101 0.687966 14
2.848792 0.508145 30
3.120419 0.088697 18
2.968616 0.184322 18
2.109867 1.055217 29
1.922559 1.139738 12
3.06735 0.167251 18
2.796779 0.707683 28
2.953735 0.397621 8
0.3717 0.048438 10
1.990964 0.987024 9
1.05695 0.861224 13
0.414379 0.268009 10
2.748205 0.435442 4
2.975703 -0.194134 15
3.202423 -0.273979 15
0.658234 -0.015991 24
2.633614 0.826316 16
0.579171 0.198947 24
0.847194 0.393142 0
2.914859 0.627503 11
2.632552 0.833775 16
1.746069 1.023116 6
3.079411 0.482882 8
1.82837 1.099487 12
3.205866 -0.09612 15
2.464328 0.948676 3
0.627249 0.507736 22
1.115809 0.904754 13
2.373231 1.046793 3
0.763373 0.566066 0
2.873269 0.310935 23
0.627729 -0.299064 26
2.53631 0.713823 17
1.086626 0.818196 13
2.171664 1.140993 19
1.64953 0.910037 6
3.012516 0.191074 18
2.847601 0.724072 28
2.918505 0.218716 23
2.882437 0.280295 23
2.987732 -0.228316 15
3.108763 0.198164 18
1.833366 1.175833 12
3.066507 -0.256314 15
3.071702 0.306087 8
0.883698 0.399786 0
