0.051749625999999965 -1.0922730340000013 
-1.644364 -0.457782 0
1.734938 -0.494017 0
-0.071709 -1.645725 0
0.885564 -1.591521 0
-0.562728 -1.611124 0
-1.173416 -1.503662 0
-1.046949 -1.385482 0
-1.582039 -0.096528 0
-0.695408 -1.64931 0
1.620848 -0.186217 0
0.390876 -1.476206 0
-1.570157 -0.628913 0
0.591189 -1.644959 0
-0.592797 -1.489156 0
1.257389 -0.823024 0
0.20426 -1.64096 0
-0.545507 -1.4356 0
0.276518 -1.759976 0
-0.163695 -1.766652 0
-0.128213 -1.777051 0
-1.699507 -0.122116 0
0.367088 -1.6974 0
0.177216 -1.819876 0
0.745414 -1.789083 0
-1.428297 -0.963476 0
-0.249243 -1.888115 0
-1.496772 -1.168367 0
1.506344 -0.45682 0
1.75959 -0.615505 0
1.163692 -1.238882 0
-0.5951 -1.677703 0
1.123914 -1.524692 0
-1.653198 -0.286334 0
-1.761234 -0.185407 0
-0.502002 -1.841709 0
-1.932561 -0.084044 0
1.887235 -0.081715 0
-1.482772 -0.259392 0
0.517963 -1.733806 0
-1.580422 -0.558797 0
-0.919641 -1.62483 0
-1.882813 -0.473378 0
-1.104609 -1.388977 0
-1.688466 -0.560052 0
1.368067 -1.239846 0
1.003006 -1.224293 0
-1.838002 -0.201284 0
-0.901671 -1.450084 0
1.836034 -0.057195 0
0.600224 -1.69188 0
0.343062 -1.839013 0
1.623432 -0.447689 0
0.671299 -1.708277 0
-0.367782 -1.631906 0
-1.656257 -0.24249 0
0.176964 -1.829092 0
-0.854473 -1.527447 0
0.633789 -1.789252 0
0.040058 -1.775853 0
0.687261 -1.735595 0
-0.672704 -1.499315 0
1.518582 -0.121733 0
-0.725332 -1.432865 0
-1.857392 -0.509551 0
1.267899 -1.106542 0
-1.051964 -1.468481 0
0.412597 -1.681352 0
-0.05313 -1.7532 0
-0.98965 -1.569274 0
-0.01902 -1.557005 0
1.145782 -1.430733 0
-0.325181 -1.786227 0
-1.276477 -0.851898 0
0.517625 -1.66833 0
1.363424 -0.630854 0
-1.111066 -1.476324 0
0.947986 -1.424566 0
1.345613 -0.941537 0
1.114734 -1.173477 0
1.268587 -1.307063 0
-0.686612 -1.567251 0
-0.689317 -1.729511 0
1.267709 -1.454369 0
-1.147662 -1.532714 0
1.375964 -0.610496 0
0.020359 -1.853289 0
1.229666 -0.945237 0
-0.179206 -1.511471 0
-0.73694 -1.797199 0
1.489567 -0.455183 0
1.669129 -0.017385 0
1.270616 -1.25087 0
-1.691756 -0.67282 0
1.347185 -0.857851 0
1.70635 -0.915041 0
1.369302 -1.337626 0
1.52611 -0.478487 0
-0.546508 -1.828265 0
0.644769 -1.525766 0
0.692303 -1.679223 0
1.571925 -0.592938 0
1.661731 -0.545705 0
-0.648031 -1.83909 0
-0.171457 -1.845488 0
0.8617 -1.227252 0
0.704584 -1.776559 0
1.778928 -0.23149 0
0.983846 -1.158866 0
1.255173 -1.108801 0
-0.747339 -1.472812 0
-0.004776 -1.674667 0
-1.357779 -1.213672 0
1.145352 -1.524888 0
1.246313 -0.935875 0
0.632688 -1.483893 0
-0.057976 -1.776735 0
0.492591 -1.694104 0
1.498272 -0.487841 0
0.9768 -1.356116 0
0.36931 -1.749284 0
-0.917227 -1.208962 0
1.216986 -0.928378 0
-0.555554 -1.820841 0
-1.816694 -0.337531 0
-0.50444 -1.674635 0
1.634653 -0.764018 0
1.471226 -1.272302 0
-1.482625 -1.206885 0
-1.501725 -0.678579 0
-1.009655 -1.42005 0
0.084053 -1.653383 0
-0.86503 -1.319557 0
1.605512 -0.905827 0
1.518044 -0.645445 0
-0.118803 -1.708088 0
1.566315 -0.105972 0
-1.153836 -0.983021 0
-0.805128 -1.408273 0
-1.538406 -0.197185 0
1.537523 -0.528013 0
-0.599422 -1.445175 0
-1.60716 -0.134948 0
-1.075524 -1.316604 0
-0.226385 -1.65388 0
-1.344563 -0.659369 0
-1.604045 -0.433228 0
-1.560104 -0.450635 0
-0.712352 -1.578537 0
1.408949 -0.887948 0
0.228238 -1.638326 0
0.747851 -1.602999 0
1.584778 -0.282889 0
0.389466 -1.780444 0
0.034927 -1.716619 0
-1.549978 -1.156656 0
-1.61229 -0.588106 0
1.615059 -0.485332 0
-1.403758 -0.809128 0
1.559942 -0.228086 0
-1.554622 -0.23316 0
-1.092555 -1.560634 0
-1.070339 -1.386113 0
-1.587538 -0.21427 0
1.876042 -0.027446 0
1.023854 -1.64547 0
-1.527183 -0.959254 0
-1.288442 -1.416618 0
-0.320363 -1.735545 0
-1.246318 -1.001802 0
-0.377402 -1.852894 0
-1.764552 -0.393636 0
-0.436318 -1.688514 0
-0.857893 -1.61652 0
-1.506366 -0.717122 0
1.454029 -1.227474 0
1.39725 -1.172889 0
0.749412 -1.571564 0
1.652923 -0.224046 0
-0.491053 -1.87031 0
0.292066 -1.648019 0
1.44499 -0.624445 0
-1.681953 -0.029358 0
-1.535414 -0.46191 0
0.91678 -1.606302 0
0.700021 -1.814597 0
-1.524977 -0.908337 0
-0.966642 -1.498618 0
1.226399 -1.160796 0
-0.693499 -1.453119 0
-1.305651 -1.224566 0
-1.426641 -1.192604 0
-1.773233 -0.784198 0
1.58321 -0.622671 0
-1.634888 -0.86398 0
-1.467081 -0.624569 0
0.104797 -1.583145 0
1.724895 -0.76954 0
0.268372 -1.897912 0
1.637653 -0.31281 0
-0.373776 -1.826692 0
1.0297 -1.157631 0
-1.483126 -0.656666 0
1.594151 -0.064553 0
1.852581 -0.380145 0
1.621611 -0.12499 0
-1.377778 -0.707628 0
-1.503939 -0.81761 0
1.646177 -0.909718 0
-1.608897 -1.0515 0
-0.963633 -1.198405 0
-0.764208 -1.538602 0
0.140432 -1.778447 0
-1.539027 -0.670905 0
1.268493 -1.354075 0
1.551668 -0.868535 0
-1.519722 -0.334113 0
1.391131 -1.252342 0
-1.424397 -0.954347 0
-1.860817 -0.229251 0
-1.192303 -1.089609 0
-1.187883 -1.329428 0
1.564155 -0.541668 0
1.31051 -1.105872 0
1.610297 -0.445765 0
1.78461 -0.213225 0
1.036872 -1.241817 0
-1.734594 -0.219694 0
-1.706058 -0.065247 0
1.303467 -0.786634 0
-0.469401 -1.48856 0
0.459354 -1.669355 0
0.12721 -1.774753 0
-1.270056 -1.00962 0
0.702803 -1.588151 0
-1.551051 -0.435046 0
1.063331 -1.298523 0
-1.64924 -1.02726 0
0.919231 -1.187714 0
-1.670499 -1.000319 0
-0.674859 -1.82156 0
0.255189 -1.720293 0
1.335649 -1.282748 0
-0.238449 -1.606474 0
-0.696462 -1.355994 0
1.620793 -0.507086 0
-0.151703 -1.653751 0
-0.271518 -1.890828 0
-1.880859 -0.036719 0
0.860439 -1.523346 0
-1.269515 -1.333509 0
-1.512343 -0.037677 0
1.776606 -0.530017 0
-0.541758 -1.652214 0
-0.062999 -1.764581 0
1.256893 -0.911252 0
-1.548737 -0.077288 0
1.543445 -0.302669 0
1.236616 -1.022349 0
-0.358869 -1.742476 0
-1.204926 -0.917697 0
1.720255 -0.568714 0
-0.112979 -1.886775 0
-1.671222 -0.756077 0
0.825581 -1.291979 0
0.99417 -1.181271 0
1.261484 -0.862527 0
1.237655 -1.366092 0
1.786537 -0.67552 0
1.423822 -1.043089 0
1.489167 -0.469972 0
0.343782 -1.609865 0
1.29117 -0.846455 0
1.228681 -1.458649 0
1.099025 -1.14004 0
1.834984 -0.55848 0
-0.319916 -1.615433 0
-0.359701 -1.487907 0
1.068752 -1.411924 0
0.462116 -1.768374 0
-1.550566 -0.234551 0
0.233786 -1.519001 0
1.52962 -0.66827 0
0.190372 -1.719139 0
0.533686 -1.794382 0
1.447758 -1.207704 0
0.975478 -1.409576 0
-1.733203 -0.791177 0
1.619614 -0.355697 0
-0.483132 -1.535534 0
0.945348 -1.160929 0
1.773498 -0.484739 0
-0.419028 -1.544798 0
1.66657 -0.183521 0
-1.903997 -0.113701 0
0.05058 -1.496817 0
1.022603 -1.243944 0
-1.844881 -0.248347 0
1.237213 -1.501334 0
-1.630756 -0.947792 0
0.501808 -1.442344 0
-1.520411 -0.16794 0
1.677955 -0.475545 0
-1.104739 -1.513351 0
-0.839597 -1.501652 0
-1.48288 -0.540753 0
-1.810091 -0.073276 0
1.526919 -1.082637 0
-1.900846 -0.076231 0
0.89654 -1.294531 0
-1.830969 -0.110208 0
1.148213 -1.108783 0
-1.624731 -0.995661 0
1.131628 -1.580645 0
0.267999 -1.557474 0
1.568226 -0.703089 0
0.138012 -1.77892 0
1.418642 -1.047262 0
-1.699314 -0.542972 0
1.629615 -0.259186 0
-1.764346 -0.296977 0
-1.345084 -1.083137 0
-1.409058 -0.989775 0
-1.02787 -1.247609 0
-1.715879 -0.489428 0
0.371456 -1.707953 0
1.752973 -0.326268 0
0.453449 -1.752738 0
1.690168 -0.684503 0
1.495016 -0.331709 0
1.661049 -0.989951 0
-1.655343 -0.977764 0
-0.302643 -1.559104 0
1.358984 -1.333097 0
0.348361 -1.53393 0
-1.477469 -0.385937 0
1.448646 -0.389155 0
0.79101 -1.665092 0
-1.381254 -1.078527 0
0.077056 -1.700966 0
0.920569 -1.485449 0
-1.502081 -0.165039 0
-1.260823 -1.408129 0
0.348366 -1.909609 0
0.113954 -1.517777 0
-0.788056 -1.45532 0
0.021025 -1.512125 0
0.832199 -1.259479 0
-0.448072 -1.791261 0
-1.595438 -0.287407 0
0.516289 -1.690194 0
1.836705 -0.437429 0
-1.545384 -0.359134 0
-1.760616 -0.194693 0
1.243522 -0.939004 0
-1.269499 -1.017073 0
1.223788 -1.192922 0
0.115449 -1.886014 0
0.035924 -1.781696 0
-1.404621 -1.141971 0
-1.361686 -0.99724 0
0.11862 -1.638151 0
-0.978348 -1.678318 0
-0.411525 -1.560907 0
-1.6184 -0.527813 0
0.808213 -1.647976 0
-1.307903 -0.773373 0
1.451671 -0.427675 0
-0.831137 -1.670106 0
0.266452 -1.532405 0
-1.20578 -0.989851 0
-1.534933 -0.570254 0
1.730583 -0.354023 0
-0.802394 -1.441851 0
1.758138 -0.481381 0
-0.901859 -1.364831 0
1.85607 -0.593759 0
-1.874531 -0.401147 0
0.265725 -1.772139 0
0.934051 -1.306375 0
0.575231 -1.613791 0
-1.021965 -1.102724 0
0.825207 -1.526447 0
1.765668 -0.047918 0
1.644518 -0.301764 0
0.839647 -1.690477 0
0.319814 -1.8801 0
1.108167 -1.142644 0
0.050995 -1.761183 0
0.473196 -1.712006 0
-0.829118 -1.725324 0
0.954338 -1.420791 0
-0.601818 -1.506114 0
0.469287 -1.525814 0
1.905961 -0.163207 0
-1.603176 -0.990389 0
1.814563 -0.347698 0
-0.728628 -1.596278 0
1.662478 -0.051722 0
0.650543 -1.637758 0
1.306327 -1.327573 0
-1.917548 -0.024384 0
0.392168 -1.765914 0
-1.298859 -0.92036 0
-1.823426 -0.265269 0
-1.781629 -0.194883 0
1.802787 -0.412009 0
-0.39208 -1.460689 0
-0.78903 -1.285653 0
1.494891 -0.363497 0
1.446398 -0.529607 0
1.113252 -1.465785 0
1.545938 -1.164795 0
1.028567 -1.160039 0
-0.181679 -1.937619 0
-0.306582 -1.758056 0
-0.619524 -1.547283 0
-1.38516 -0.616715 0
0.777342 -1.414956 0
1.616014 -0.439249 0
