0.5276948061984139 0.08464432761537066 
1.0447214854283395 0.7534523112210033 
2.0411791014980283 0.9638309028440996 
2.921797388851461 0.3169954093787925 
2.213653 1.035379 2
0.693523 0.299496 0
1.108927 0.892651 1
0.727225 0.558718 1
0.46045 -0.173207 0
0.513915 0.240406 0
1.119773 0.885964 1
2.934702 0.069973 3
0.375157 -0.190716 0
3.019415 -0.189829 3
1.075583 0.717995 1
3.036911 0.133687 3
2.584178 0.749855 3
2.209361 0.82336 2
3.160512 0.02099 3
3.10072 -0.274876 3
0.587925 -0.219753 0
1.596237 0.930857 2
0.796207 0.462889 1
2.088309 0.985077 2
0.656344 0.404706 0
0.729797 0.651898 1
2.819594 0.618371 3
1.523861 0.929849 1
0.813438 0.499488 1
2.598409 0.751378 3
0.681082 0.076383 0
1.741385 0.932117 2
2.197063 0.93677 2
3.091652 0.170022 3
3.058301 0.399367 3
0.334667 -0.250157 0
0.787727 0.519306 1
3.056859 -0.241483 3
0.737512 0.743334 1
2.845647 0.368477 3
0.712081 0.399883 0
1.234775 0.779705 1
0.433919 0.1522 0
1.008811 0.889493 1
1.113124 0.988766 1
1.807664 0.934041 2
2.606957 0.898282 2
2.556625 0.807275 2
2.617147 0.576172 3
1.927594 0.87982 2
3.003196 -0.08514 3
1.522712 1.048314 2
2.935967 0.258456 3
1.449523 1.127167 1
1.912534 1.173718 2
3.271144 -0.210341 3
2.862336 0.202858 3
0.537704 0.094801 0
3.111041 -0.085626 3
1.100086 0.90832 1
2.346189 0.754431 2
1.194445 0.800082 1
1.042943 0.73084 1
2.971048 -0.207461 3
1.772537 0.858228 2
2.954311 0.431861 3
3.039359 0.013921 3
2.052041 0.912156 2
0.708385 0.499492 1
0.767175 0.688618 1
2.998329 0.090914 3
2.997849 0.527987 3
3.070997 -0.259158 3
2.528742 0.999 2
1.936058 1.050049 2
2.813753 0.748004 3
2.817559 0.342899 3
0.892366 0.605376 1
2.92138 0.132071 3
0.981989 0.7069 1
2.774819 0.550149 3
0.407648 -0.059801 0
1.457127 0.999635 1
1.022645 0.68036 1
0.737806 0.531585 1
1.760962 0.925746 2
0.599614 -0.048371 0
0.409283 0.17561 0
0.97353 0.91857 1
1.141994 0.755274 1
1.279425 0.754724 1
2.769092 0.321366 3
1.746002 0.975604 2
3.068994 -0.139536 3
1.764458 0.917922 2
1.031616 0.880199 1
3.11543 -0.246048 3
3.176019 -0.235342 3
1.324055 0.805667 1
3.145178 0.336244 3
0.516094 0.013599 0
2.976822 0.549354 3
2.949605 0.422259 3
1.181048 1.007044 1
2.468129 0.743707 2
1.610168 1.165783 2
2.639357 0.942312 2
2.193195 0.911847 2
1.254659 0.884392 1
2.942258 0.522609 3
2.67866 0.645778 3
2.433767 0.684205 2
2.606005 0.768214 3
0.33807 -0.161682 0
2.165674 0.940389 2
1.454535 1.116077 1
0.913601 0.57317 1
0.441924 0.21629 0
2.843781 0.547739 3
1.744254 1.104869 2
2.450481 0.713141 2
2.016748 1.140571 2
2.834063 0.208999 3
3.185154 0.227714 3
1.799943 1.197661 2
0.733537 0.290693 0
0.550389 0.091737 0
0.589887 0.479238 0
1.99317 0.838228 2
0.929227 0.778333 1
2.688633 0.489903 3
0.757883 0.293873 0
2.790132 0.457715 3
2.887556 0.266205 3
1.36549 0.986902 1
3.284647 -0.201576 3
0.337991 0.033076 0
2.907768 0.531928 3
2.733823 0.543629 3
0.634515 0.605639 1
2.307051 0.807841 2
2.243251 0.858149 2
2.753024 0.774896 3
3.164613 -0.003183 3
0.66014 0.412315 0
1.748008 1.16384 2
2.953606 -0.122637 3
0.584315 0.513653 0
1.917023 1.146829 2
0.400588 -0.12108 0
1.440175 0.797649 1
3.27301 -0.152152 3
0.806276 0.776914 1
3.075592 -0.040451 3
2.995226 -0.295745 3
3.011753 0.012675 3
1.93326 1.054554 2
0.626703 -0.189479 0
2.657241 0.8771 3
3.011646 0.262782 3
0.961862 0.682913 1
2.565831 0.70298 3
3.116297 -0.015251 3
2.96532 0.400596 3
2.19484 1.091341 2
2.831914 0.477595 3
3.007922 0.082629 3
3.065949 0.32191 3
1.876442 0.905413 2
0.389024 0.034471 0
2.044635 0.916009 2
0.570165 0.474987 0
2.578628 0.71458 3
1.489524 0.982551 1
2.697155 0.804273 3
0.981532 0.649299 1
2.745696 0.611669 3
1.100758 0.915991 1
1.843897 0.91444 2
1.285585 0.93497 1
0.459061 -0.167056 0
3.065112 0.454074 3
3.023184 0.385574 3
0.786707 0.753854 1
2.898378 0.266352 3
2.033233 1.167509 2
2.046356 0.959571 2
1.03815 0.835998 1
0.73527 0.219011 0
3.208077 -0.060415 3
0.661399 0.195362 0
0.882929 0.507855 1
2.988368 0.349554 3
1.040192 0.828884 1
1.055578 0.752358 1
0.392923 -0.115525 0
2.489902 0.725421 2
3.242184 0.037777 3
3.249602 -0.074587 3
1.19429 0.737197 1
2.21116 0.795498 2
1.707319 0.885967 2
2.578115 0.649427 3
0.51264 0.453528 0
0.615986 -0.202915 0
1.716576 0.906833 2
0.849366 0.531738 1
2.927586 0.215691 3
0.851535 0.375876 1
0.657589 -0.121954 0
2.59986 0.821026 2
1.610616 0.991231 2
1.508324 0.859858 1
1.087624 0.900721 1
2.299208 0.774788 2
1.756737 1.003543 2
0.661726 0.178577 0
2.03305 0.920484 2
0.610342 0.099229 0
2.617839 0.748437 3
3.006676 0.05315 3
2.565319 0.783793 2
2.20515 0.785016 2
2.707997 0.76408 3
0.928034 0.744404 1
3.087379 0.320171 3
1.668675 1.183235 2
0.588198 0.193665 0
2.550241 0.946301 2
2.908209 0.490332 3
2.894515 0.329397 3
2.235725 1.076516 2
2.109366 0.858433 2
1.975354 1.083935 2
0.393889 -0.254022 0
2.544472 0.680395 3
1.39024 0.845066 1
0.518119 0.251596 0
1.157376 0.810814 1
0.46185 -0.163064 0
1.875692 1.141179 2
0.33858 -0.141718 0
2.139423 1.01696 2
2.721779 0.447631 3
2.89021 0.41914 3
0.779982 0.670682 1
2.697295 0.638198 3
2.751256 0.8375 3
1.380623 1.118696 1
1.770762 1.121578 2
3.047971 -0.030271 3
0.629114 -0.262579 0
2.986092 0.59604 3
2.705182 0.827996 3
1.009299 0.790149 1
2.92102 0.645935 3
0.689912 0.660834 1
3.120814 0.008876 3
2.929028 0.59103 3
2.796836 0.721854 3
0.534683 0.17828 0
1.504018 0.901565 1
3.000089 0.382407 3
2.378081 0.936452 2
0.928696 0.80834 1
0.479498 0.277619 0
1.869611 1.111386 2
2.280822 0.961432 2
0.632449 0.555655 1
1.359494 0.970224 1
1.156911 0.92182 1
3.065031 -0.081688 3
1.213865 0.876133 1
1.806231 0.95418 2
1.663 1.0032 2
1.704607 1.168839 2
0.467435 -0.19779 0
1.49085 1.005885 1
0.422939 0.283435 0
1.71409 1.042013 2
0.643729 0.615792 1
2.953743 0.609035 3
0.864634 0.43521 1
2.992191 -0.229084 3
1.737202 1.067869 2
0.330354 -0.018603 0
2.714618 0.755032 3
2.169914 0.971679 2
0.642524 0.173999 0
1.732914 1.037826 2
2.430283 0.699422 2
2.601666 0.755928 3
3.035965 0.249653 3
2.799268 0.555934 3
1.971314 0.921093 2
3.096314 0.412606 3
0.763954 0.507996 1
0.477675 0.403654 0
2.845965 0.247366 3
2.310074 0.894704 2
1.517753 1.142572 2
3.014569 -0.191204 3
2.818969 0.782511 3
1.163352 0.994322 1
3.004523 0.47837 3
0.624992 0.127774 0
1.085791 0.994106 1
2.875167 0.695326 3
2.278078 1.110568 2
3.179808 -0.215322 3
0.881116 0.57433 1
1.702512 0.918606 2
1.633228 1.172526 2
2.938198 0.475412 3
1.021957 0.666266 1
0.34848 0.064971 0
2.366223 0.822016 2
0.567058 0.525934 0
2.144187 0.998266 2
0.942681 0.611532 1
0.33573 -0.178796 0
2.662457 0.733025 3
2.557223 0.828895 2
2.456293 0.946532 2
0.728285 0.171581 0
2.290559 0.789496 2
3.094101 -0.182706 3
2.781836 0.357038 3
1.419321 0.935873 1
1.772669 1.021794 2
2.841276 0.592153 3
1.375257 0.822491 1
1.289883 0.93767 1
2.3759 0.718096 2
3.102213 -0.103641 3
0.875742 0.60704 1
1.819587 0.945843 2
1.527712 1.018874 2
2.371111 0.997778 2
2.360144 0.950712 2
0.39279 0.15258 0
3.228825 -0.006015 3
2.73616 0.527624 3
2.148338 0.898448 2
1.161934 0.874 1
1.213295 1.044319 1
0.907865 0.47433 1
0.776526 0.440405 1
0.840101 0.687966 1
2.848792 0.508145 3
3.120419 0.088697 3
2.968616 0.184322 3
2.109867 1.055217 2
1.922559 1.139738 2
3.06735 0.167251 3
2.796779 0.707683 3
2.953735 0.397621 3
0.3717 0.048438 0
1.990964 0.987024 2
1.05695 0.861224 1
0.414379 0.268009 0
2.748205 0.435442 3
2.975703 -0.194134 3
3.202423 -0.273979 3
0.658234 -0.015991 0
2.633614 0.826316 3
0.579171 0.198947 0
0.847194 0.393142 1
2.914859 0.627503 3
2.632552 0.833775 3
1.746069 1.023116 2
3.079411 0.482882 3
1.82837 1.099487 2
3.205866 -0.09612 3
2.464328 0.948676 2
0.627249 0.507736 0
1.115809 0.904754 1
2.373231 1.046793 2
0.763373 0.566066 1
2.873269 0.310935 3
0.627729 -0.299064 0
2.53631 0.713823 3
1.086626 0.818196 1
2.171664 1.140993 2
1.64953 0.910037 2
3.012516 0.191074 3
2.847601 0.724072 3
2.918505 0.218716 3
2.882437 0.280295 3
2.987732 -0.228316 3
3.108763 0.198164 3
1.833366 1.175833 2
3.066507 -0.256314 3
3.071702 0.306087 3
0.883698 0.399786 1
