-3.197984577177693 -0.00026850393560724236 
-2.9503451051842005 0.5219851432455056 
-1.784963914958461 1.0179177417684653 
-0.9555277717188333 0.6375622227351262 
-0.6483663479323073 0.07047750678601022 
-2.5706248362392135 0.8295893858319437 
-2.123543906775183 1.0089251603908957 
-1.3918386475196276 0.9004039579112114 
-3.324843 -0.190716 0
-0.680585 -0.189829 4
-2.624417 0.717995 5
-0.663089 0.133687 4
-1.115822 0.749855 3
-1.490639 0.82336 7
-0.539488 0.02099 4
-0.59928 -0.274876 4
-3.112075 -0.219753 0
-2.103763 0.930857 6
-2.903793 0.462889 1
-1.611691 0.985077 2
-3.043656 0.404706 1
-2.970203 0.651898 1
-0.880406 0.618371 3
-2.176139 0.929849 6
-2.886562 0.499488 1
-1.101591 0.751378 3
-3.018918 0.076383 0
-1.958615 0.932117 6
-1.502937 0.93677 7
-0.608348 0.170022 4
-0.641699 0.399367 4
-3.365333 -0.250157 0
-2.912273 0.519306 1
-0.643141 -0.241483 4
-2.962488 0.743334 1
-0.854353 0.368477 3
-2.987919 0.399883 1
-2.465225 0.779705 5
-3.266081 0.1522 0
-2.691189 0.889493 5
-2.586876 0.988766 5
-1.892336 0.934041 2
-1.093043 0.898282 3
-1.143375 0.807275 3
-1.082853 0.576172 3
-1.772406 0.87982 2
-0.696804 -0.08514 4
-2.177288 1.048314 6
-0.764033 0.258456 4
-2.250477 1.127167 6
-1.787466 1.173718 2
-0.428856 -0.210341 4
-0.837664 0.202858 4
-3.162296 0.094801 0
-0.588959 -0.085626 4
-2.599914 0.90832 5
-1.353811 0.754431 7
-2.505555 0.800082 5
-2.657057 0.73084 5
-0.728952 -0.207461 4
-1.927463 0.858228 2
-0.745689 0.431861 3
-0.660641 0.013921 4
-1.647959 0.912156 2
-2.991615 0.499492 1
-2.932825 0.688618 1
-0.701671 0.090914 4
-0.702151 0.527987 3
-0.629003 -0.259158 4
-1.171258 0.999 7
-1.763942 1.050049 2
-0.886247 0.748004 3
-0.882441 0.342899 3
-2.807634 0.605376 1
-0.77862 0.132071 4
-2.718011 0.7069 5
-0.925181 0.550149 3
-3.292352 -0.059801 0
-2.242873 0.999635 6
-2.677355 0.68036 5
-2.962194 0.531585 1
-1.939038 0.925746 2
-3.100386 -0.048371 0
-3.290717 0.17561 0
-2.72647 0.91857 5
-2.558006 0.755274 5
-2.420575 0.754724 5
-0.930908 0.321366 3
-1.953998 0.975604 6
-0.631006 -0.139536 4
-1.935542 0.917922 2
-2.668384 0.880199 5
-0.58457 -0.246048 4
-0.523981 -0.235342 4
-2.375945 0.805667 5
-0.554822 0.336244 4
-3.183906 0.013599 0
-0.723178 0.549354 3
-0.750395 0.422259 3
-2.518952 1.007044 5
-1.231871 0.743707 7
-2.089832 1.165783 6
-1.060643 0.942312 3
-1.506805 0.911847 7
-2.445341 0.884392 5
-0.757742 0.522609 3
-1.02134 0.645778 3
-1.266233 0.684205 7
-1.093995 0.768214 3
-3.36193 -0.161682 0
-1.534326 0.940389 7
-2.245465 1.116077 6
-2.786399 0.57317 1
-3.258076 0.21629 0
-0.856219 0.547739 3
-1.955746 1.104869 2
-1.249519 0.713141 7
-1.683252 1.140571 2
-0.865937 0.208999 4
-0.514846 0.227714 4
-1.900057 1.197661 2
-2.966463 0.290693 1
-3.149611 0.091737 0
-3.110113 0.479238 1
-1.70683 0.838228 2
-2.770773 0.778333 5
-1.011367 0.489903 3
-2.942117 0.293873 1
-0.909868 0.457715 3
-0.812444 0.266205 4
-2.33451 0.986902 6
-0.415353 -0.201576 4
-3.362009 0.033076 0
-0.792232 0.531928 3
-0.966177 0.543629 3
-3.065485 0.605639 1
-1.392949 0.807841 7
-1.456749 0.858149 7
-0.946976 0.774896 3
-0.535387 -0.003183 4
-3.03986 0.412315 1
-1.951992 1.16384 2
-0.746394 -0.122637 4
-3.115685 0.513653 1
-1.782977 1.146829 2
-3.299412 -0.12108 0
-2.259825 0.797649 6
-0.42699 -0.152152 4
-2.893724 0.776914 1
-0.624408 -0.040451 4
-0.704774 -0.295745 4
-0.688247 0.012675 4
-1.76674 1.054554 2
-3.073297 -0.189479 0
-1.042759 0.8771 3
-0.688354 0.262782 4
-2.738138 0.682913 5
-1.134169 0.70298 3
-0.583703 -0.015251 4
-0.73468 0.400596 3
-1.50516 1.091341 7
-0.868086 0.477595 3
-0.692078 0.082629 4
-0.634051 0.32191 4
-1.823558 0.905413 2
-3.310976 0.034471 0
-1.655365 0.916009 2
-3.129835 0.474987 1
-1.121372 0.71458 3
-2.210476 0.982551 6
-1.002845 0.804273 3
-2.718468 0.649299 5
-0.954304 0.611669 3
-2.599242 0.915991 5
-1.856103 0.91444 2
-2.414415 0.93497 5
-3.240939 -0.167056 0
-0.634888 0.454074 3
-0.676816 0.385574 4
-2.913293 0.753854 1
-0.801622 0.266352 4
-1.666767 1.167509 2
-1.653644 0.959571 2
-2.66185 0.835998 5
-2.96473 0.219011 1
-0.491923 -0.060415 4
-3.038601 0.195362 0
-2.817071 0.507855 1
-0.711632 0.349554 4
-2.659808 0.828884 5
-2.644422 0.752358 5
-3.307077 -0.115525 0
-1.210098 0.725421 7
-0.457816 0.037777 4
-0.450398 -0.074587 4
-2.50571 0.737197 5
-1.48884 0.795498 7
-1.992681 0.885967 6
-1.121885 0.649427 3
-3.18736 0.453528 1
-3.084014 -0.202915 0
-1.983424 0.906833 6
-2.850634 0.531738 1
-0.772414 0.215691 4
-2.848465 0.375876 1
-3.042411 -0.121954 0
-1.10014 0.821026 3
-2.089384 0.991231 6
-2.191676 0.859858 6
-2.612376 0.900721 5
-1.400792 0.774788 7
-1.943263 1.003543 2
-3.038274 0.178577 0
-1.66695 0.920484 2
-3.089658 0.099229 0
-1.082161 0.748437 3
-0.693324 0.05315 4
-1.134681 0.783793 3
-1.49485 0.785016 7
-0.992003 0.76408 3
-2.771966 0.744404 5
-0.612621 0.320171 4
-2.031325 1.183235 6
-3.111802 0.193665 0
-1.149759 0.946301 7
-0.791791 0.490332 3
-0.805485 0.329397 4
-1.464275 1.076516 7
-1.590634 0.858433 7
-1.724646 1.083935 2
-3.306111 -0.254022 0
-1.155528 0.680395 3
-2.30976 0.845066 6
-3.181881 0.251596 0
-2.542624 0.810814 5
-3.23815 -0.163064 0
-1.824308 1.141179 2
-3.36142 -0.141718 0
-1.560577 1.01696 7
-0.978221 0.447631 3
-0.80979 0.41914 3
-2.920018 0.670682 1
-1.002705 0.638198 3
-0.948744 0.8375 3
-2.319377 1.118696 6
-1.929238 1.121578 2
-0.652029 -0.030271 4
-3.070886 -0.262579 0
-0.713908 0.59604 3
-0.994818 0.827996 3
-2.690701 0.790149 5
-0.77898 0.645935 3
-3.010088 0.660834 1
-0.579186 0.008876 4
-0.770972 0.59103 3
-0.903164 0.721854 3
-3.165317 0.17828 0
-2.195982 0.901565 6
-0.699911 0.382407 4
-1.321919 0.936452 7
-2.771304 0.80834 5
-3.220502 0.277619 0
-1.830389 1.111386 2
-1.419178 0.961432 7
-3.067551 0.555655 1
-2.340506 0.970224 6
-2.543089 0.92182 5
-0.634969 -0.081688 4
-2.486135 0.876133 5
-1.893769 0.95418 2
-2.037 1.0032 6
-1.995393 1.168839 6
-3.232565 -0.19779 0
-2.20915 1.005885 6
-3.277061 0.283435 0
-1.98591 1.042013 6
-3.056271 0.615792 1
-0.746257 0.609035 3
-2.835366 0.43521 1
-0.707809 -0.229084 4
-1.962798 1.067869 6
-3.369646 -0.018603 0
-0.985382 0.755032 3
-1.530086 0.971679 7
-3.057476 0.173999 0
-1.967086 1.037826 6
-1.269717 0.699422 7
-1.098334 0.755928 3
-0.664035 0.249653 4
-0.900732 0.555934 3
-1.728686 0.921093 2
-0.603686 0.412606 4
-2.936046 0.507996 1
-3.222325 0.403654 1
-0.854035 0.247366 4
-1.389926 0.894704 7
-2.182247 1.142572 6
-0.685431 -0.191204 4
-0.881031 0.782511 3
-2.536648 0.994322 5
-0.695477 0.47837 3
-3.075008 0.127774 0
-2.614209 0.994106 5
-0.824833 0.695326 3
-1.421922 1.110568 7
-0.520192 -0.215322 4
-2.818884 0.57433 1
-1.997488 0.918606 6
-2.066772 1.172526 6
-0.761802 0.475412 3
-2.678043 0.666266 5
-3.35152 0.064971 0
-1.333777 0.822016 7
-3.132942 0.525934 1
-1.555813 0.998266 7
-2.757319 0.611532 1
-3.36427 -0.178796 0
-1.037543 0.733025 3
-1.142777 0.828895 7
-1.243707 0.946532 7
-2.971715 0.171581 0
-1.409441 0.789496 7
-0.605899 -0.182706 4
-0.918164 0.357038 3
-2.280679 0.935873 6
-1.927331 1.021794 2
-0.858724 0.592153 3
-2.324743 0.822491 5
-2.410117 0.93767 5
-1.3241 0.718096 7
-0.597787 -0.103641 4
-2.824258 0.60704 1
-1.880413 0.945843 2
-2.172288 1.018874 6
-1.328889 0.997778 7
-1.339856 0.950712 7
-3.30721 0.15258 0
-0.471175 -0.006015 4
-0.96384 0.527624 3
-1.551662 0.898448 7
-2.538066 0.874 5
-2.486705 1.044319 5
-2.792135 0.47433 1
-2.923474 0.440405 1
-2.859899 0.687966 1
-0.851208 0.508145 3
-0.579581 0.088697 4
-0.731384 0.184322 4
-1.590133 1.055217 2
-1.777441 1.139738 2
-0.63265 0.167251 4
-0.903221 0.707683 3
-0.746265 0.397621 3
-3.3283 0.048438 0
-1.709036 0.987024 2
-2.64305 0.861224 5
-3.285621 0.268009 0
-0.951795 0.435442 3
-0.724297 -0.194134 4
-0.497577 -0.273979 4
-3.041766 -0.015991 0
-1.066386 0.826316 3
-3.120829 0.198947 0
-2.852806 0.393142 1
-0.785141 0.627503 3
-1.067448 0.833775 3
-1.953931 1.023116 2
-0.620589 0.482882 3
-1.87163 1.099487 2
-0.494134 -0.09612 4
-1.235672 0.948676 7
-3.072751 0.507736 1
-2.584191 0.904754 5
-1.326769 1.046793 7
-2.936627 0.566066 1
-0.826731 0.310935 4
-3.072271 -0.299064 0
-1.16369 0.713823 3
-2.613374 0.818196 5
-1.528336 1.140993 7
-2.05047 0.910037 6
-0.687484 0.191074 4
-0.852399 0.724072 3
-0.781495 0.218716 4
-0.817563 0.280295 4
-0.712268 -0.228316 4
-0.591237 0.198164 4
-1.866634 1.175833 2
-0.633493 -0.256314 4
-0.628298 0.306087 4
-2.816302 0.399786 1

