1.6091083796625971 -0.5528130454977346 
-1.3006378652458488 -1.154573694160112 
0.30948272373346786 -1.6982198175068444 
1.3785094003496603 -1.052517189277376 
0.998778611842769 -1.382961391060864 
1.6893120400798582 -0.21467379332478248 
-0.5637109129788529 -1.6288290806026746 
-1.6509917384582447 -0.3714617029288729 
0.492591 -1.694104 2
1.498272 -0.487841 0
0.9768 -1.356116 4
0.36931 -1.749284 2
-0.917227 -1.208962 1
1.216986 -0.928378 3
-0.555554 -1.820841 6
-1.816694 -0.337531 7
-0.50444 -1.674635 6
1.634653 -0.764018 0
1.471226 -1.272302 3
-1.482625 -1.206885 1
-1.501725 -0.678579 7
-1.009655 -1.42005 1
0.084053 -1.653383 2
-0.86503 -1.319557 6
1.605512 -0.905827 3
1.518044 -0.645445 0
-0.118803 -1.708088 2
1.566315 -0.105972 5
-1.153836 -0.983021 1
-0.805128 -1.408273 6
-1.538406 -0.197185 7
1.537523 -0.528013 0
-0.599422 -1.445175 6
-1.60716 -0.134948 7
-1.075524 -1.316604 1
-0.226385 -1.65388 6
-1.344563 -0.659369 7
-1.604045 -0.433228 7
-1.560104 -0.450635 7
-0.712352 -1.578537 6
1.408949 -0.887948 3
0.228238 -1.638326 2
0.747851 -1.602999 4
1.584778 -0.282889 5
0.389466 -1.780444 2
0.034927 -1.716619 2
-1.549978 -1.156656 1
-1.61229 -0.588106 7
1.615059 -0.485332 0
-1.403758 -0.809128 1
1.559942 -0.228086 5
-1.554622 -0.23316 7
-1.092555 -1.560634 1
-1.070339 -1.386113 1
-1.587538 -0.21427 7
1.876042 -0.027446 5
1.023854 -1.64547 4
-1.527183 -0.959254 1
-1.288442 -1.416618 1
-0.320363 -1.735545 6
-1.246318 -1.001802 1
-0.377402 -1.852894 6
-1.764552 -0.393636 7
-0.436318 -1.688514 6
-0.857893 -1.61652 6
-1.506366 -0.717122 7
1.454029 -1.227474 3
1.39725 -1.172889 3
0.749412 -1.571564 4
1.652923 -0.224046 5
-0.491053 -1.87031 6
0.292066 -1.648019 2
1.44499 -0.624445 0
-1.681953 -0.029358 7
-1.535414 -0.46191 7
0.91678 -1.606302 4
0.700021 -1.814597 2
-1.524977 -0.908337 1
-0.966642 -1.498618 6
1.226399 -1.160796 3
-0.693499 -1.453119 6
-1.305651 -1.224566 1
-1.426641 -1.192604 1
-1.773233 -0.784198 7
1.58321 -0.622671 0
-1.634888 -0.86398 1
-1.467081 -0.624569 7
0.104797 -1.583145 2
1.724895 -0.76954 0
0.268372 -1.897912 2
1.637653 -0.31281 5
-0.373776 -1.826692 6
1.0297 -1.157631 4
-1.483126 -0.656666 7
1.594151 -0.064553 5
1.852581 -0.380145 5
1.621611 -0.12499 5
-1.377778 -0.707628 7
-1.503939 -0.81761 1
1.646177 -0.909718 3
-1.608897 -1.0515 1
-0.963633 -1.198405 1
-0.764208 -1.538602 6
0.140432 -1.778447 2
-1.539027 -0.670905 7
1.268493 -1.354075 4
1.551668 -0.868535 3
-1.519722 -0.334113 7
1.391131 -1.252342 3
-1.424397 -0.954347 1
-1.860817 -0.229251 7
-1.192303 -1.089609 1
-1.187883 -1.329428 1
1.564155 -0.541668 0
1.31051 -1.105872 3
1.610297 -0.445765 0
1.78461 -0.213225 5
1.036872 -1.241817 4
-1.734594 -0.219694 7
-1.706058 -0.065247 7
1.303467 -0.786634 3
-0.469401 -1.48856 6
0.459354 -1.669355 2
0.12721 -1.774753 2
-1.270056 -1.00962 1
0.702803 -1.588151 4
-1.551051 -0.435046 7
1.063331 -1.298523 4
-1.64924 -1.02726 1
0.919231 -1.187714 4
-1.670499 -1.000319 1
-0.674859 -1.82156 6
0.255189 -1.720293 2
1.335649 -1.282748 3
-0.238449 -1.606474 6
-0.696462 -1.355994 6
1.620793 -0.507086 0
-0.151703 -1.653751 6
-0.271518 -1.890828 6
-1.880859 -0.036719 7
0.860439 -1.523346 4
-1.269515 -1.333509 1
-1.512343 -0.037677 7
1.776606 -0.530017 0
-0.541758 -1.652214 6
-0.062999 -1.764581 2
1.256893 -0.911252 3
-1.548737 -0.077288 7
1.543445 -0.302669 5
1.236616 -1.022349 3
-0.358869 -1.742476 6
-1.204926 -0.917697 1
1.720255 -0.568714 0
-0.112979 -1.886775 2
-1.671222 -0.756077 7
0.825581 -1.291979 4
0.99417 -1.181271 4
1.261484 -0.862527 3
1.237655 -1.366092 4
1.786537 -0.67552 0
1.423822 -1.043089 3
1.489167 -0.469972 0
0.343782 -1.609865 2
1.29117 -0.846455 3
1.228681 -1.458649 4
1.099025 -1.14004 4
1.834984 -0.55848 0
-0.319916 -1.615433 6
-0.359701 -1.487907 6
1.068752 -1.411924 4
0.462116 -1.768374 2
-1.550566 -0.234551 7
0.233786 -1.519001 2
1.52962 -0.66827 0
0.190372 -1.719139 2
0.533686 -1.794382 2
1.447758 -1.207704 3
0.975478 -1.409576 4
-1.733203 -0.791177 7
1.619614 -0.355697 5
-0.483132 -1.535534 6
0.945348 -1.160929 4
1.773498 -0.484739 0
-0.419028 -1.544798 6
1.66657 -0.183521 5
-1.903997 -0.113701 7
0.05058 -1.496817 2
1.022603 -1.243944 4
-1.844881 -0.248347 7
1.237213 -1.501334 4
-1.630756 -0.947792 1
0.501808 -1.442344 2
-1.520411 -0.16794 7
1.677955 -0.475545 0
-1.104739 -1.513351 1
-0.839597 -1.501652 6
-1.48288 -0.540753 7
-1.810091 -0.073276 7
1.526919 -1.082637 3
-1.900846 -0.076231 7
0.89654 -1.294531 4
-1.830969 -0.110208 7
1.148213 -1.108783 3
-1.624731 -0.995661 1
1.131628 -1.580645 4
0.267999 -1.557474 2
1.568226 -0.703089 0
0.138012 -1.77892 2
1.418642 -1.047262 3
-1.699314 -0.542972 7
1.629615 -0.259186 5
-1.764346 -0.296977 7
-1.345084 -1.083137 1
-1.409058 -0.989775 1
-1.02787 -1.247609 1
-1.715879 -0.489428 7
0.371456 -1.707953 2
1.752973 -0.326268 5
0.453449 -1.752738 2
1.690168 -0.684503 0
1.495016 -0.331709 5
1.661049 -0.989951 3
-1.655343 -0.977764 1
-0.302643 -1.559104 6
1.358984 -1.333097 3
0.348361 -1.53393 2
-1.477469 -0.385937 7
1.448646 -0.389155 0
0.79101 -1.665092 4
-1.381254 -1.078527 1
0.077056 -1.700966 2
0.920569 -1.485449 4
-1.502081 -0.165039 7
-1.260823 -1.408129 1
0.348366 -1.909609 2
0.113954 -1.517777 2
-0.788056 -1.45532 6
0.021025 -1.512125 2
0.832199 -1.259479 4
-0.448072 -1.791261 6
-1.595438 -0.287407 7
0.516289 -1.690194 2
1.836705 -0.437429 0
-1.545384 -0.359134 7
-1.760616 -0.194693 7
1.243522 -0.939004 3
-1.269499 -1.017073 1
1.223788 -1.192922 3
0.115449 -1.886014 2
0.035924 -1.781696 2
-1.404621 -1.141971 1
-1.361686 -0.99724 1
0.11862 -1.638151 2
-0.978348 -1.678318 6
-0.411525 -1.560907 6
-1.6184 -0.527813 7
0.808213 -1.647976 4
-1.307903 -0.773373 1
1.451671 -0.427675 0
-0.831137 -1.670106 6
0.266452 -1.532405 2
-1.20578 -0.989851 1
-1.534933 -0.570254 7
1.730583 -0.354023 5
-0.802394 -1.441851 6
1.758138 -0.481381 0
-0.901859 -1.364831 6
1.85607 -0.593759 0
-1.874531 -0.401147 7
0.265725 -1.772139 2
0.934051 -1.306375 4
0.575231 -1.613791 2
-1.021965 -1.102724 1
0.825207 -1.526447 4
1.765668 -0.047918 5
1.644518 -0.301764 5
0.839647 -1.690477 4
0.319814 -1.8801 2
1.108167 -1.142644 4
0.050995 -1.761183 2
0.473196 -1.712006 2
-0.829118 -1.725324 6
0.954338 -1.420791 4
-0.601818 -1.506114 6
0.469287 -1.525814 2
1.905961 -0.163207 5
-1.603176 -0.990389 1
1.814563 -0.347698 5
-0.728628 -1.596278 6
1.662478 -0.051722 5
0.650543 -1.637758 2
1.306327 -1.327573 3
-1.917548 -0.024384 7
0.392168 -1.765914 2
-1.298859 -0.92036 1
-1.823426 -0.265269 7
-1.781629 -0.194883 7
1.802787 -0.412009 5
-0.39208 -1.460689 6
-0.78903 -1.285653 6
1.494891 -0.363497 0
1.446398 -0.529607 0
1.113252 -1.465785 4
1.545938 -1.164795 3
1.028567 -1.160039 4
-0.181679 -1.937619 6
-0.306582 -1.758056 6
-0.619524 -1.547283 6
-1.38516 -0.616715 7
0.777342 -1.414956 4
1.616014 -0.439249 0
